,Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg],target
0,0.0,0.014276445843279362,0.523377001285553,0.23016679286956787,0.0,0.0,0.0,0.7321304678916931,1.0
1,0.00039007075247354805,0.014276445843279362,0.056285858154296875,0.23629550635814667,0.0,0.0,0.0,0.7321304678916931,1.0
2,0.0007781941094435751,0.014276445843279362,0.07443288713693619,0.1910112202167511,0.0,0.0,0.0,0.7321304678916931,1.0
3,0.0011643701000139117,0.0,0.07443288713693619,0.2019066959619522,0.0,0.0,0.0,0.7321304678916931,1.0
4,0.0015485985204577446,0.0,0.07443288713693619,0.198501855134964,0.0,0.0,0.0,0.7321304678916931,1.0
5,0.0019308797782287002,0.0,0.08385061472654343,0.19339460134506226,0.0,0.0,0.0,0.7321304678916931,1.0
6,0.002311213407665491,0.014276445843279362,0.12381644546985626,0.1818181574344635,0.0,0.0,0.0,0.7321304678916931,1.0
7,0.002689599758014083,0.014276445843279362,0.10337457060813904,0.19475652277469635,0.0,0.0,0.0,0.7321304678916931,1.0
8,0.0030660387128591537,0.02888457477092743,0.08385061472654343,0.1910112202167511,0.0,0.0,0.0,0.7321304678916931,1.0
9,0.003437330946326256,0.04382440820336342,0.08385061472654343,0.18998976051807404,0.0,0.0,0.0,0.7321304678916931,1.0
10,0.0038049169816076756,0.04382440820336342,0.09349784255027771,0.1971399337053299,0.0,0.0,0.0,0.7321304678916931,1.0
11,0.004169635009020567,0.04382440820336342,0.11348075419664383,0.2032686173915863,0.0,0.0,0.0,0.7321304678916931,1.0
12,0.004531485494226217,0.04382440820336342,0.10337457060813904,0.20122572779655457,0.0,0.0,0.0,0.7321304678916931,1.0
13,0.004890467971563339,0.04382440820336342,0.11348075419664383,0.19033025205135345,0.0,0.0,0.0,0.7321304678916931,1.0
14,0.0052465819753706455,0.04382440820336342,0.2790634036064148,0.1453864425420761,0.0,0.0,0.0,0.7321304678916931,1.0
15,0.005599828902631998,0.04382440820336342,0.2790634036064148,0.14640788733959198,0.0,0.0,0.0,0.7321304678916931,1.0
16,0.005950207822024822,0.05909595265984535,0.23979488015174866,0.15083418786525726,0.0,0.0,0.0,0.7321304678916931,1.0
17,0.006297718733549118,0.05909595265984535,0.2657443881034851,0.15662240982055664,0.0,0.0,0.0,0.7644822597503662,1.0
18,0.006642361171543598,0.05909595265984535,0.3637964725494385,0.1498127281665802,0.0012745469575747848,0.0,0.0,0.9707908630371094,1.0
19,0.006984136067330837,0.05909595265984535,0.3203972280025482,0.15389853715896606,0.00415479252114892,0.001139947329647839,0.0,1.0,1.0
20,0.007323042955249548,0.05909595265984535,0.4092610478401184,0.2672795057296753,0.011485845781862736,0.01421294640749693,0.014803340658545494,0.9411782026290894,1.0
21,0.007659082300961018,0.07469912618398666,0.3203972280025482,0.31835201382637024,0.018380338326096535,0.01421294640749693,0.019288498908281326,0.8767027258872986,1.0
22,0.007992253638803959,0.07469912618398666,0.2657443881034851,0.34252631664276123,0.022429723292589188,0.011631586588919163,0.014803340658545494,0.7959372997283936,1.0
23,0.00832255557179451,0.07469912618398666,0.09349784255027771,0.28328225016593933,0.022429723292589188,0.0004426707746461034,0.00029948551673442125,0.732901394367218,1.0
24,0.008649992756545544,0.07469912618398666,0.056285858154296875,0.18896833062171936,0.018380338326096535,0.0,0.0,0.733478307723999,1.0
25,0.008974560536444187,0.09063394367694855,0.09349784255027771,0.15662240982055664,0.018380338326096535,0.0,0.0,0.7335150241851807,1.0
