Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,86,56,1200,0,7.1,0.0,10.8
2,86,32,1090,0,6.1,0.0,10.9
3,86,35,864,0,6.6,0.0,10.9
4,86,37,774,0,6.1,0.0,10.9
5,86,38,731,0,6.1,0.0,11.3
6,86,38,817,0,6.6,0.0,10.5
7,85,41,697,0,6.6,0.0,10.6
8,85,53,636,0,7.5,0.0,10.8
9,85,62,643,0,7.5,0.0,8.5
10,84,67,651,0,8.5,0.0,8.4
11,84,68,663,0,8.5,0.0,8.4
12,84,68,662,0,8.5,0.0,8.0
13,84,67,663,0,8.5,0.0,8.3
14,84,67,659,0,8.0,0.0,8.2
15,84,66,658,0,8.5,0.0,8.1
16,83,66,665,0,8.5,0.0,8.3
17,83,66,673,0,8.5,0.0,7.7
18,83,66,671,0,8.0,0.0,7.3
19,83,65,673,0,8.0,0.0,7.3
20,83,64,670,0,8.0,0.0,7.6
21,83,65,664,0,8.0,0.0,7.6
22,83,65,667,0,8.0,0.0,7.0
23,83,64,666,0,8.0,0.0,7.8
24,83,65,663,0,8.0,0.0,8.3
25,83,64,668,0,7.5,0.0,9.6
26,83,64,660,0,8.0,0.0,10.2
27,83,65,664,0,8.0,0.0,10.2
28,83,65,662,0,8.0,0.0,10.4
29,83,65,665,0,7.5,0.0,10.2
30,83,65,663,0,7.5,0.0,8.7
31,83,65,664,0,8.0,0.0,8.7
32,83,64,667,0,7.5,0.0,8.5
33,83,64,663,0,7.5,0.0,8.7
34,83,64,669,0,7.5,0.0,8.5
35,83,64,663,0,7.5,0.0,-57.8
36,84,65,667,0,7.5,0.0,-28.0
37,84,64,667,0,7.5,0.0,-116.4
38,84,67,689,0,8.5,0.0,-358.4
39,84,68,759,0,8.9,0.0,-516.0
40,84,64,786,1,8.9,0.0,-516.2
41,84,63,797,2,8.9,0.0,-516.2
42,84,63,815,3,8.9,0.0,-516.4
43,84,65,1063,4,10.4,1.2,-501.0
44,84,60,1155,5,10.4,3.9,-325.3
45,85,60,1346,7,11.3,7.8,14.7
46,85,53,1499,9,10.8,7.8,-8.9
47,85,49,1623,10,10.8,8.6,-8.5
48,85,45,1726,11,10.8,8.6,-6.1
49,85,45,1662,11,11.3,7.8,-7.8
50,86,50,1155,12,8.0,0.0,-43.4
51,86,46,940,9,7.5,0.0,-198.8
52,86,57,858,7,8.5,0.0,-379.3
53,86,53,869,6,7.5,0.0,-394.5
54,86,51,868,5,7.5,0.0,-402.2
55,86,54,948,5,8.5,1.6,-259.0
56,87,50,1073,6,8.0,1.2,-18.0
57,87,44,895,6,7.1,0.0,-8.6
58,87,49,850,6,7.5,0.0,-7.8
59,87,54,887,6,9.4,0.0,-5.7
60,87,89,1728,9,23.5,23.4,-0.7
61,87,62,2123,13,15.5,10.2,-1.4
62,87,56,1605,15,12.7,12.1,-32.7
63,87,59,1758,17,12.7,10.9,-34.2
64,87,47,1763,18,11.3,10.5,-31.7
65,87,45,1776,18,10.8,9.8,-15.5
66,87,43,1784,18,10.8,9.8,-6.8
67,87,42,1783,18,10.4,7.4,-1.3
68,87,32,1526,18,7.1,0.0,40.1
69,87,33,1219,15,7.1,0.0,67.6
70,87,38,1054,13,7.1,0.0,108.2
71,86,42,927,12,7.1,0.0,286.0
72,86,46,875,11,7.1,0.0,412.2
73,85,46,856,10,7.1,0.0,333.0
74,85,52,799,7,7.5,0.0,55.5
75,85,55,800,5,7.5,0.0,-21.8
76,85,77,1279,6,15.5,16.0,-25.1
77,85,43,1402,8,7.1,0.0,-16.2
78,85,37,1014,8,7.1,0.0,-18.0
79,85,47,882,8,7.1,0.0,-14.1
80,85,49,847,8,7.1,0.0,-8.3
81,85,50,833,8,7.1,0.0,2.5
82,85,50,827,7,7.1,0.0,13.8
83,85,51,791,7,7.1,0.0,15.3
84,85,52,787,5,7.1,0.0,0.0
85,85,61,757,3,8.5,0.0,-1.3
86,85,60,768,3,8.0,0.0,-8.1
87,85,60,762,2,8.0,0.0,-19.4
88,85,61,739,0,7.5,0.0,-20.0
89,85,62,677,0,7.5,0.0,-20.1
90,85,62,666,0,7.1,0.0,-20.0
91,85,62,659,0,7.1,0.0,-20.0
92,85,62,661,0,7.1,0.0,-20.0
93,85,64,657,0,7.5,0.0,-20.0
94,86,63,681,0,7.1,0.0,-20.0
95,86,61,672,0,7.1,0.0,-19.8
96,86,61,668,0,7.1,0.0,-20.0
97,86,61,667,0,7.1,0.0,-20.1
98,86,61,668,0,7.1,0.0,-20.0
99,86,61,668,0,7.1,0.0,-20.1
100,86,61,670,0,7.1,0.0,-19.8
101,87,61,667,0,7.1,0.0,-20.0
102,87,61,670,0,7.1,0.0,-20.0
103,87,61,669,0,7.1,0.0,-19.8
104,87,60,672,0,7.1,0.0,-20.0
105,87,61,670,0,7.1,0.0,-19.8
106,87,61,666,0,7.1,0.0,-20.0
107,87,61,670,0,7.1,0.0,-19.8
108,87,61,664,0,7.1,0.0,-19.7
109,87,61,662,0,7.1,0.0,-20.0
110,87,62,678,0,7.1,0.0,-66.1
111,87,64,887,0,8.9,1.2,-78.3
112,87,54,955,4,7.1,0.0,-79.1
113,87,50,876,5,7.1,0.0,-93.9
114,87,46,873,6,7.1,0.0,-97.8
115,87,47,841,6,7.1,0.0,-96.5
116,87,51,772,4,7.5,0.0,-85.9
117,87,60,773,0,8.0,0.0,-86.3
118,87,59,735,2,7.5,0.0,-123.3
119,87,58,753,0,7.1,0.0,-129.8
120,87,57,679,0,7.1,0.0,-133.0
121,87,58,667,0,7.1,0.0,-134.1
122,87,58,684,0,7.1,0.0,-148.8
123,87,56,742,2,7.1,0.0,-203.2
124,87,55,804,3,8.0,0.0,-220.6
125,87,74,1605,7,15.5,13.7,-211.8
126,87,43,1645,9,10.4,9.0,-156.3
127,87,60,1960,11,14.1,14.1,-76.7
128,87,81,1931,15,19.7,21.1,-44.0
129,86,71,2034,19,15.5,12.9,-37.3
130,86,35,1738,20,8.9,0.0,13.3
131,86,77,1787,22,18.8,18.0,12.0
132,85,90,1834,25,24.4,18.0,-10.6
133,85,89,1853,28,23.0,18.0,-19.3
134,85,82,1993,31,19.7,18.7,-9.4
135,84,76,2140,34,18.3,18.7,2.4
136,84,74,2128,36,18.8,18.4,5.6
137,84,73,1850,38,15.5,12.1,3.0
138,84,36,1860,39,9.4,7.0,3.0
139,84,35,1855,38,9.4,7.4,3.3
140,84,35,1847,38,9.9,7.4,4.8
141,84,36,1838,38,9.9,7.4,7.8
142,84,37,1826,38,9.9,7.4,8.5
143,84,37,1821,38,9.9,7.4,8.4
144,84,37,1818,38,9.9,7.4,9.0
145,84,37,1798,37,9.9,7.4,2.7
146,84,37,1795,37,9.4,7.4,-1.0
147,84,31,1723,37,7.5,1.6,2.4
148,84,26,1709,35,8.0,0.0,4.3
149,84,32,1522,32,7.5,0.0,3.3
150,84,29,1034,23,6.6,0.0,-1.8
151,84,32,1076,18,6.6,0.0,-1.6
152,84,38,1031,15,7.1,0.0,-1.7
153,84,42,913,12,7.1,0.0,-0.9
154,84,47,870,11,7.1,0.0,-0.7
155,84,49,844,9,7.1,0.0,-0.7
156,84,50,830,5,7.1,0.0,-1.0
157,84,50,799,3,7.1,0.0,-0.8
158,84,51,778,0,7.1,0.0,-0.8
159,84,50,712,0,6.6,0.0,-0.7
160,84,49,678,0,6.6,0.0,-1.0
