Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,91,30,1039,0,5.7,0.0,5.2
2,91,35,822,0,5.7,0.0,5.2
3,91,42,714,0,6.1,0.0,5.2
4,91,43,671,0,5.7,0.0,-11.9
5,91,44,653,0,4.7,0.0,-125.0
6,91,41,687,0,4.7,0.0,-264.3
7,91,37,741,0,5.2,0.0,-431.2
8,91,40,765,0,6.1,0.0,-484.2
9,91,49,810,0,7.1,0.0,-515.8
10,91,54,814,2,7.1,0.0,-450.5
11,92,55,735,0,6.6,0.0,-418.0
12,92,52,650,0,6.1,0.0,-88.3
13,92,52,624,0,5.7,0.0,364.7
14,92,54,641,2,7.1,0.0,529.3
15,92,66,1074,4,9.9,4.7,527.0
16,92,47,1066,6,6.1,0.0,523.5
17,92,41,846,6,6.1,0.0,367.1
18,92,57,1102,6,10.4,10.9,192.3
19,92,47,1474,8,8.0,1.2,-50.2
20,92,28,1269,8,6.1,0.0,-220.2
21,92,34,934,8,6.1,0.0,-305.0
22,92,38,880,7,6.1,0.0,-323.7
23,92,40,822,6,6.1,0.0,-391.3
24,92,45,929,5,7.5,2.3,-284.1
25,93,51,1309,6,8.0,2.3,-167.8
26,93,35,1232,7,6.6,1.2,-53.0
27,93,37,1311,8,7.1,2.3,12.5
28,93,30,1024,8,5.7,0.0,77.5
29,93,48,1245,8,9.4,9.0,71.1
30,93,36,1511,10,6.6,0.0,165.6
31,93,31,1188,10,6.6,0.4,195.3
32,93,52,1601,11,11.8,13.3,187.7
33,93,49,2036,13,9.9,6.6,107.6
34,93,32,1306,13,6.1,0.0,61.1
35,93,30,996,11,5.7,0.0,23.0
36,93,40,847,8,6.6,0.0,-3.4
37,93,43,846,7,6.1,0.0,29.6
38,93,40,815,6,6.1,0.0,42.8
39,93,39,828,6,6.1,0.0,-49.7
40,93,38,833,6,5.7,0.0,-36.7
41,93,39,821,6,5.7,0.0,10.1
42,93,40,787,5,6.1,0.0,-36.9
43,93,47,752,3,6.6,0.0,-25.8
44,93,51,761,0,6.6,0.0,-25.9
45,93,48,653,0,6.1,0.0,-25.7
46,93,50,629,0,6.1,0.0,-24.3
47,93,50,626,0,6.1,0.0,-24.5
48,93,50,648,0,6.1,0.0,4.2
49,93,54,681,0,6.6,0.0,373.1
50,94,56,748,0,6.6,0.0,519.1
51,94,51,648,0,6.1,0.0,277.4
52,94,51,634,0,6.1,0.0,-90.5
53,94,56,695,0,6.6,0.0,-422.5
54,94,56,793,0,7.1,0.0,-456.7
55,94,52,710,0,6.1,0.0,-414.9
56,94,49,626,0,5.7,0.0,-48.4
57,94,51,617,0,5.7,0.0,336.7
58,94,53,668,0,6.6,0.0,383.1
59,94,52,647,0,5.7,0.0,132.0
60,94,54,675,0,6.6,0.0,-131.2
61,94,52,650,0,5.7,0.0,-293.9
62,94,53,640,0,6.1,0.0,-253.6
63,95,51,626,0,5.7,0.0,-253.6
64,95,50,619,0,6.1,0.0,-253.6
65,95,51,625,0,6.1,0.0,-253.6
66,95,51,628,0,6.1,0.0,-253.6
67,95,51,629,0,6.1,0.0,-253.3
68,95,51,627,0,6.1,0.0,-253.4
69,95,51,630,0,6.1,0.0,-253.5
70,95,51,629,0,6.1,0.0,-253.4
71,95,51,630,0,6.1,0.0,-253.6
72,95,51,629,0,6.1,0.0,-253.6
73,96,51,630,0,6.1,0.0,-287.0
74,96,51,628,0,6.1,0.0,-482.0
75,96,52,638,0,6.1,0.0,-344.6
76,96,63,913,1,8.9,3.1,-201.6
77,96,60,1269,5,10.4,8.2,22.7
78,96,51,1527,9,8.9,3.9,10.0
79,96,47,1738,10,10.8,10.5,-4.2
80,95,36,1877,12,7.5,0.0,-17.4
81,94,34,1306,13,7.5,0.0,-12.8
82,94,39,1069,12,7.1,0.0,-26.2
83,93,44,948,11,7.1,0.0,-32.0
84,93,48,893,11,7.1,0.0,-138.1
85,92,50,864,10,7.1,0.0,-227.6
86,92,57,1117,10,8.9,3.9,-214.2
87,91,64,1212,10,11.3,12.1,-188.1
88,91,96,1748,13,55.9,33.2,-151.8
89,91,100,2082,17,100.0,44.1,-48.6
90,90,100,2425,23,100.0,48.4,-1.2
91,90,100,2859,28,100.0,51.9,-14.2
92,90,63,3116,32,40.4,19.9,-9.0
93,90,81,2477,34,39.9,34.4,-12.2
94,90,99,2617,37,89.7,36.3,3.0
95,90,69,2397,40,19.3,11.3,4.4
96,89,82,2489,41,42.7,23.4,6.1
97,89,59,2382,42,20.7,18.4,5.9
98,88,98,2873,44,82.2,38.7,4.0
99,88,29,2648,45,8.0,0.0,9.1
100,88,71,2329,46,20.7,19.1,6.6
101,88,35,2076,46,8.0,0.0,0.7
102,88,33,1399,46,7.1,0.0,5.8
103,88,66,1747,46,15.0,14.1,6.6
104,88,32,1516,45,5.7,0.0,7.0
105,88,28,1511,44,6.6,0.0,2.6
106,88,31,1453,42,6.6,0.0,7.6
107,88,28,1381,40,6.1,0.0,6.0
108,88,26,1238,38,5.7,0.0,8.8
109,88,52,895,34,7.5,0.0,17.4
110,87,43,979,31,6.6,0.0,28.1
