Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,33,74,1009,0,10.4,0.0,37.8
2,33,33,1580,0,7.5,0.0,37.8
3,33,27,1470,0,7.5,0.0,37.6
4,33,27,1302,0,7.1,0.0,37.9
5,33,30,1163,0,7.1,0.0,37.6
6,33,30,1113,0,7.1,0.0,37.9
7,33,30,1053,0,6.6,0.0,37.8
8,33,36,1033,0,8.0,0.0,37.6
9,33,39,1090,0,8.0,0.0,37.9
10,33,40,1071,0,8.5,0.0,37.8
11,33,42,1035,0,8.5,0.0,37.8
12,33,46,1020,0,8.9,0.0,37.8
13,33,46,1036,0,8.9,0.0,37.8
14,33,51,1030,0,9.4,0.0,37.6
15,33,52,1035,0,9.4,0.0,37.9
16,33,49,1046,0,9.4,0.0,37.9
17,34,49,1059,0,9.4,0.0,37.9
18,34,49,1053,0,9.4,0.0,37.9
19,34,49,1050,0,9.4,0.0,37.9
20,34,50,1044,0,9.4,0.0,37.8
21,35,51,1042,0,9.4,0.0,37.9
22,35,51,1041,0,9.4,0.0,37.7
23,35,51,1045,0,9.4,0.0,37.9
24,35,51,1046,0,9.4,0.0,37.9
25,36,51,1043,0,9.4,0.0,37.9
26,36,52,1042,0,9.4,0.0,37.7
27,36,52,1051,0,9.4,0.0,37.8
28,36,51,1054,0,9.4,0.0,37.7
29,36,52,1050,0,9.4,0.0,37.9
30,36,51,1044,0,9.4,0.0,37.7
31,36,51,1045,0,9.4,0.0,37.9
32,36,52,1045,0,9.4,0.0,37.7
33,36,51,1043,0,9.4,0.0,37.9
34,37,51,1036,0,9.4,0.0,37.7
35,37,51,1038,0,9.4,0.0,37.9
36,37,50,1036,0,9.4,0.0,37.7
37,37,50,1028,0,9.4,0.0,37.6
38,38,50,1032,0,8.9,0.0,37.7
39,38,50,1023,0,9.4,0.0,37.9
40,38,50,1025,0,9.4,0.0,37.6
41,38,50,1022,0,9.4,0.0,37.8
42,39,50,1016,0,9.4,0.0,37.9
43,39,50,1016,0,8.9,0.0,37.9
44,39,50,1017,0,9.4,0.0,37.9
45,39,51,1009,0,9.4,0.0,37.9
46,39,51,1014,0,9.4,0.0,37.6
47,39,51,1016,0,9.4,0.0,37.9
48,39,51,1010,0,9.4,0.0,37.8
49,40,52,1004,0,9.4,0.0,37.8
50,40,52,1006,0,9.4,0.0,37.9
51,40,52,1009,0,9.4,0.0,37.8
52,41,52,1007,0,9.4,0.0,37.9
53,41,52,1004,0,9.4,0.0,37.7
54,41,52,1007,0,9.4,0.0,37.9
55,42,52,1001,0,9.4,0.0,37.8
56,42,52,998,0,9.4,0.0,37.7
57,42,52,999,0,9.4,0.0,37.9
58,42,52,996,0,8.9,0.0,37.9
59,42,52,996,0,9.4,0.0,37.8
60,42,52,999,0,9.4,0.0,37.6
61,42,52,994,0,9.4,0.0,37.6
62,43,52,987,0,8.9,0.0,37.9
63,43,52,995,0,8.9,0.0,37.8
64,43,52,990,0,9.4,0.0,37.9
