Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,92,58,1128,0,6.6,0.0,10.9
2,92,31,1067,0,6.6,0.0,10.9
3,92,38,812,0,6.6,0.0,10.9
4,92,40,725,0,6.1,0.0,10.9
5,92,40,696,0,6.1,0.0,10.9
6,92,41,702,0,6.1,0.0,10.9
7,92,43,654,0,6.6,0.0,10.9
8,91,51,619,0,7.1,0.0,10.9
9,91,56,642,0,7.1,0.0,10.9
10,91,59,660,0,7.5,0.0,10.9
11,90,59,666,0,7.5,0.0,10.9
12,90,59,663,0,7.1,0.0,10.9
13,90,57,656,0,7.1,0.0,10.9
14,90,56,654,0,7.1,0.0,10.9
15,90,57,656,0,7.1,0.0,10.9
16,90,57,660,0,7.1,0.0,10.9
17,90,58,666,0,7.1,0.0,10.9
18,90,58,667,0,7.1,0.0,10.9
19,90,58,667,0,7.1,0.0,10.9
20,90,58,667,0,7.1,0.0,10.9
21,90,57,668,0,7.1,0.0,10.9
22,90,58,670,0,7.1,0.0,10.9
23,90,57,671,0,7.1,0.0,11.0
24,90,57,672,0,7.1,0.0,10.9
25,90,57,670,0,7.1,0.0,10.9
26,90,57,670,0,7.1,0.0,10.8
27,90,57,667,0,7.1,0.0,10.9
28,90,57,666,0,7.1,0.0,10.8
29,90,57,667,0,7.1,0.0,10.8
30,90,57,667,0,7.1,0.0,10.8
31,90,57,668,0,7.1,0.0,10.6
32,90,57,669,0,7.1,0.0,10.8
33,90,57,669,0,7.1,0.0,10.9
34,90,56,667,0,7.1,0.0,10.8
35,90,57,667,0,7.1,0.0,10.8
36,90,57,667,0,7.1,0.0,10.9
37,90,57,668,0,7.1,0.0,10.7
38,90,57,666,0,7.1,0.0,10.6
39,90,57,669,0,7.1,0.0,10.9
40,90,57,667,0,7.1,0.0,10.8
41,90,57,668,0,7.1,0.0,10.5
42,89,57,669,0,7.1,0.0,10.9
43,89,57,671,0,7.1,0.0,10.9
44,89,56,669,0,7.1,0.0,10.8
45,88,57,668,0,7.1,0.0,10.8
46,88,57,670,0,7.1,0.0,10.9
47,88,56,670,0,7.1,0.0,10.8
48,87,56,668,0,7.1,0.0,10.8
49,87,57,672,0,7.1,0.0,10.7
50,87,56,670,0,7.1,0.0,10.7
51,87,57,668,0,7.1,0.0,10.8
52,87,56,669,0,7.1,0.0,10.8
53,87,57,671,0,7.1,0.0,10.9
54,87,57,671,0,7.1,0.0,10.9
55,87,56,669,0,7.1,0.0,10.8
56,87,56,672,0,7.1,0.0,10.8
57,87,57,668,0,7.1,0.0,10.8
58,87,56,669,0,7.1,0.0,10.9
59,87,57,667,0,7.1,0.0,10.7
60,87,56,668,0,7.1,0.0,10.8
61,86,57,669,0,7.1,0.0,10.8
62,86,56,671,0,7.1,0.0,10.9
63,86,56,669,0,7.1,0.0,10.8
64,86,56,671,0,7.1,0.0,10.9
