Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,94,59,1218,0,6.1,0.0,2.8
2,94,33,1078,0,5.2,0.0,3.0
3,94,37,789,0,6.1,0.0,2.9
4,94,43,691,0,5.7,0.0,3.0
5,94,43,720,0,6.1,0.0,3.0
6,94,45,737,0,6.1,0.0,3.0
7,94,48,675,0,6.1,0.0,2.8
8,93,46,672,0,5.7,0.0,3.0
9,93,48,657,0,6.1,0.0,3.0
10,93,54,649,0,6.6,0.0,3.0
11,93,58,650,0,6.6,0.0,3.0
12,93,62,660,0,7.1,0.0,3.0
13,93,64,678,0,7.5,0.0,3.9
14,93,71,676,0,7.5,0.0,131.3
15,93,71,716,0,8.0,0.0,186.6
16,92,73,757,0,8.9,0.0,269.8
17,92,73,785,2,8.9,0.0,417.0
18,92,84,1022,3,14.6,6.6,477.5
19,92,71,1337,7,11.8,3.9,488.0
20,92,58,1211,8,8.9,1.6,335.9
21,91,55,1179,8,8.5,1.2,195.6
22,91,50,963,8,7.5,0.0,71.3
23,91,67,840,7,8.5,0.0,-72.2
24,91,62,814,6,7.5,0.0,-253.0
25,91,64,935,5,8.9,0.8,-316.6
26,91,61,1229,6,9.9,4.3,-336.0
27,91,57,1305,7,9.4,4.3,-344.0
28,91,53,1370,7,8.9,2.7,-290.6
29,91,44,1133,7,7.1,0.0,-230.7
30,90,62,1033,7,9.9,4.3,-308.8
31,90,59,1460,8,10.4,6.2,-342.2
32,90,55,1585,9,10.8,8.2,-283.5
33,90,54,1722,10,11.3,9.4,-160.2
34,89,52,1726,11,11.3,8.2,-41.6
35,89,55,1185,12,8.0,0.0,4.0
36,88,47,1007,12,7.1,0.0,20.7
37,87,51,929,11,7.1,0.0,-5.0
38,87,52,913,10,7.1,0.0,3.1
39,87,53,870,9,7.1,0.0,-23.2
40,87,56,833,8,7.1,0.0,-25.0
41,86,63,1009,9,9.4,5.5,-11.0
42,86,57,1065,10,7.5,0.8,-16.7
