Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,91,0,1206,0,6.6,0.0,11.6
2,91,0,1042,0,6.1,0.0,12.0
3,91,0,799,0,6.6,0.0,11.7
4,91,0,712,0,5.7,0.0,12.0
5,91,0,703,0,5.7,0.0,12.0
6,91,0,707,0,5.7,0.0,12.0
7,91,0,658,0,6.6,0.0,13.7
8,90,0,607,0,6.6,0.0,13.0
9,90,0,649,0,7.5,0.0,13.0
10,90,0,675,0,8.0,0.0,10.2
11,90,0,675,0,7.5,0.0,10.5
12,90,0,695,0,7.5,0.0,10.5
13,90,0,745,0,8.0,0.0,10.5
14,89,0,781,0,8.5,0.0,10.5
15,89,0,816,0,9.4,0.0,-4.3
16,89,0,821,1,8.9,0.0,-117.0
17,88,0,763,2,8.5,0.0,-254.1
18,88,0,769,2,8.5,0.0,-502.1
19,88,0,798,2,8.9,0.0,-515.8
20,88,0,828,2,9.4,0.0,-516.1
21,88,0,838,3,8.9,0.0,-515.9
22,88,0,794,3,8.5,0.0,-515.7
23,88,0,781,2,8.0,0.0,-512.9
24,88,0,756,0,7.5,0.0,-450.3
25,88,0,692,0,7.1,0.0,-280.6
26,88,0,702,0,7.1,0.0,66.0
27,88,16,952,2,10.4,0.0,127.0
28,88,29,1440,6,12.7,0.0,102.4
29,88,30,1802,10,13.2,0.0,39.8
30,88,25,1790,13,11.3,0.0,-15.9
31,89,21,1514,14,9.9,0.0,-7.3
32,89,8,1531,15,8.0,0.0,3.7
33,89,0,1339,15,6.6,0.0,7.1
34,89,0,1092,13,6.6,0.0,-1.1
35,89,0,939,10,7.1,0.0,-119.5
36,89,0,863,9,7.1,0.0,-255.4
37,89,0,877,8,8.0,0.0,-328.1
38,89,30,1326,8,11.8,0.0,-254.1
39,89,1,1240,10,7.5,0.0,-88.7
40,89,0,944,10,6.6,0.0,-1.6
41,89,0,870,9,7.1,0.0,108.6
42,89,29,1132,10,10.4,0.0,157.8
43,88,1,1209,11,7.5,0.0,191.2
44,88,0,989,11,6.6,0.0,169.8
45,88,0,901,11,6.6,0.0,116.1
46,87,21,1049,10,9.4,0.0,10.0
47,87,17,1301,11,9.4,0.0,5.5
48,87,0,1052,12,6.1,0.0,50.1
49,87,0,896,11,6.6,0.0,74.2
50,87,0,872,10,6.6,0.0,35.5
51,86,0,835,9,6.6,0.0,8.0
52,86,0,787,7,7.1,0.0,-16.6
53,86,0,781,5,7.1,0.0,-5.5
54,85,0,775,3,7.5,0.0,-25.4
55,85,0,787,4,7.1,0.0,-60.0
56,85,3,907,4,8.0,0.0,-51.9
57,85,6,1153,6,8.5,0.0,-33.1
58,85,14,1289,7,8.9,0.0,-34.5
59,85,17,1451,9,9.4,0.0,-12.5
60,85,18,1627,10,9.4,0.0,-19.1
61,85,8,1682,11,8.0,0.0,-22.0
62,85,0,1109,10,8.0,0.0,-18.9
63,85,0,864,8,7.5,0.0,-8.7
64,84,0,835,5,7.1,0.0,-10.9
65,84,0,780,3,8.0,0.0,-11.6
66,84,0,780,2,7.5,0.0,-12.0
67,84,0,751,0,7.1,0.0,-13.0
68,84,0,692,0,7.1,0.0,-13.2
69,84,0,681,0,7.1,0.0,-13.0
70,84,0,678,0,7.1,0.0,-13.0
71,84,0,677,0,7.1,0.0,-12.9
72,84,0,674,0,7.1,0.0,-13.2
73,84,0,675,0,7.1,0.0,-13.7
74,84,0,720,2,7.1,0.0,-48.8
75,84,0,766,3,7.1,0.0,-114.6
76,84,0,774,4,7.1,0.0,-180.2
77,84,7,873,4,9.9,0.0,-274.2
78,84,60,1800,8,20.7,0.0,-253.1
79,85,46,2382,13,18.3,0.0,-179.5
80,85,59,2167,18,19.7,0.0,-106.9
81,85,70,2450,22,29.6,0.0,-45.0
82,85,70,2924,28,31.0,0.0,-9.8
83,85,70,2823,33,30.5,0.0,-1.0
84,85,70,2634,37,43.7,0.0,3.0
85,85,60,2891,42,43.2,0.0,4.3
86,85,0,2468,43,8.0,0.0,5.8
87,84,53,1950,43,16.9,0.0,10.5
88,84,70,2348,45,58.7,0.0,5.9
89,84,67,2535,48,44.6,0.0,5.9
90,84,6,2341,49,10.8,0.0,7.8
91,84,58,1933,50,21.6,0.0,7.8
92,84,88,2718,52,91.6,0.0,1.5
93,84,34,2717,54,36.6,0.0,1.5
94,84,0,1962,53,8.0,0.0,4.1
95,84,0,1713,49,9.4,0.0,8.3
96,84,0,1496,44,8.5,0.0,10.3
97,84,0,1268,38,6.1,0.0,6.0
98,84,0,985,35,7.1,0.0,3.7
99,84,0,1024,33,6.6,0.0,4.9
100,84,0,992,31,6.1,0.0,4.7
101,84,0,931,28,6.1,0.0,3.3
102,84,0,886,27,6.1,0.0,-6.6
103,84,0,987,27,7.1,0.0,-1.3
104,84,26,1385,27,9.4,0.0,0.3
105,84,26,1403,27,9.4,0.0,0.8
106,85,19,1419,27,8.9,0.0,-2.5
107,85,9,1363,27,7.5,0.0,-2.9
108,85,28,1401,27,9.9,0.0,-3.6
109,85,12,1422,27,8.0,0.0,-7.0
110,85,0,1024,27,5.7,0.0,-14.0
111,85,0,874,26,6.1,0.0,-19.1
112,85,0,842,25,6.6,0.0,-18.7
113,85,0,836,24,6.6,0.0,-20.0
114,85,0,882,23,6.6,0.0,-18.0
115,85,63,1703,23,24.0,0.0,-11.4
116,86,0,1678,24,8.9,0.0,-4.3
117,86,10,1547,24,8.0,0.0,-6.0
118,86,12,1531,24,8.5,0.0,-3.7
119,86,22,1547,23,9.9,0.0,1.2
120,86,5,1618,24,8.9,0.0,-21.9
121,85,0,1451,24,7.1,0.0,4.7
122,85,0,1408,24,8.5,0.0,25.4
123,85,51,1877,25,17.9,0.0,18.7
124,85,50,2026,28,21.6,0.0,5.6
125,84,42,2106,32,16.9,0.0,2.6
126,84,42,2061,35,16.0,0.0,-2.6
127,84,43,1910,38,16.5,0.0,-4.0
128,84,43,1942,40,15.5,0.0,-6.1
129,84,43,2034,42,15.5,0.0,-4.3
130,83,12,2097,44,9.9,0.0,-5.8
131,83,1,1677,44,7.5,0.0,-7.6
132,83,15,1542,44,8.0,0.0,-10.1
133,83,16,1503,43,8.0,0.0,-10.1
134,83,0,1405,43,5.7,0.0,-7.6
135,83,0,1410,41,5.7,0.0,-8.7
136,83,0,1355,40,6.1,0.0,-8.5
137,83,0,1243,37,5.7,0.0,-7.9
138,83,0,943,35,6.1,0.0,-8.3
139,83,0,901,34,6.1,0.0,-13.0
140,83,0,954,33,7.1,0.0,-8.2
141,83,48,1822,33,15.0,0.0,-7.4
142,83,70,2062,35,31.0,0.0,-1.0
143,83,82,2337,38,96.3,0.0,2.0
144,84,85,2398,41,100.0,0.0,3.8
145,84,80,2481,44,97.7,0.0,3.5
146,84,24,2378,46,19.7,0.0,-1.0
147,84,41,1866,46,13.6,0.0,-4.4
148,84,50,1928,46,18.3,0.0,-4.3
149,84,49,1824,47,18.8,0.0,0.0
150,84,27,1700,47,12.2,0.0,0.0
151,84,0,1459,46,5.7,0.0,0.5
152,84,0,1451,43,6.6,0.0,2.6
153,84,0,1342,40,5.7,0.0,2.6
154,84,0,1123,37,5.7,0.0,0.8
155,84,0,996,35,6.6,0.0,-1.5
156,84,0,1024,32,6.1,0.0,-1.5
157,85,0,1004,27,6.1,0.0,1.5
158,85,0,898,19,6.6,0.0,6.9
159,85,0,896,12,7.5,0.0,6.9
160,85,0,831,6,7.1,0.0,5.5
161,85,0,774,3,7.1,0.0,3.7
162,85,0,770,2,7.1,0.0,1.9
163,85,0,736,0,6.6,0.0,1.9
164,85,0,681,0,7.1,0.0,2.2
165,85,0,678,0,7.1,0.0,2.1
166,85,0,674,0,7.1,0.0,1.9
167,85,0,673,0,7.1,0.0,1.5
168,85,0,669,0,7.1,0.0,1.9
169,85,0,671,0,7.1,0.0,1.5
170,85,0,669,0,7.1,0.0,1.5
171,85,0,669,0,7.1,0.0,1.5
172,86,0,666,0,7.1,0.0,1.5
173,86,0,666,0,7.1,0.0,1.6
174,86,0,666,0,7.1,0.0,1.5
175,86,0,664,0,7.1,0.0,1.5
176,86,0,665,0,7.1,0.0,1.2
177,86,0,667,0,7.1,0.0,0.2
178,86,0,666,0,7.1,0.0,0.0
179,86,0,667,0,7.1,0.0,0.8
180,87,0,667,0,7.1,0.0,-0.7
181,87,0,666,0,7.1,0.0,-2.0
182,87,0,668,0,7.1,0.0,-2.2
183,87,0,669,0,7.1,0.0,-2.4
184,87,0,669,0,7.1,0.0,-2.4
185,87,0,669,0,7.1,0.0,-2.2
186,87,0,670,0,7.1,0.0,-2.6
187,87,0,669,0,7.1,0.0,-2.5
188,87,0,668,0,7.1,0.0,-2.9
189,87,0,668,0,7.1,0.0,-2.7
190,87,0,665,0,7.1,0.0,-2.9
191,87,0,668,0,7.1,0.0,-2.9
192,87,0,667,0,7.1,0.0,-2.9
193,87,0,665,0,7.1,0.0,-3.2
194,87,0,668,0,7.1,0.0,-3.2
195,87,0,667,0,7.1,0.0,-3.1
196,87,0,668,0,7.1,0.0,-3.4
197,87,0,667,0,7.1,0.0,-3.6
198,87,0,668,0,7.1,0.0,-3.5
199,87,0,667,0,7.1,0.0,-3.6
200,87,0,667,0,7.1,0.0,-3.8
201,87,0,669,0,7.1,0.0,-4.0
202,87,0,668,0,7.1,0.0,-4.0
203,87,0,670,0,7.1,0.0,-4.0
204,87,0,669,0,7.1,0.0,-4.0
205,87,0,668,0,7.1,0.0,-4.0
206,87,0,669,0,7.1,0.0,-4.1
207,87,0,667,0,7.1,0.0,-4.5
208,87,0,667,0,7.1,0.0,-4.8
209,87,0,667,0,7.1,0.0,-4.7
210,87,0,670,0,7.1,0.0,-4.6
211,87,0,670,0,7.1,0.0,-4.6
212,87,0,669,0,7.1,0.0,-4.7
213,87,0,667,0,7.1,0.0,-4.7
214,87,0,671,0,7.1,0.0,-4.7
215,87,0,671,0,7.1,0.0,-5.1
216,87,0,671,0,7.1,0.0,-6.4
217,87,0,670,0,7.1,0.0,-5.1
218,87,0,667,0,7.1,0.0,-3.3
