Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,91,58,1068,0,6.6,0.0,14.8
2,91,33,982,0,6.6,0.0,14.8
3,91,40,785,0,6.6,0.0,14.8
4,91,43,700,0,6.6,0.0,14.8
5,91,41,694,0,6.1,0.0,14.5
6,91,43,705,0,6.6,0.0,14.6
7,91,45,659,0,6.6,0.0,14.6
8,90,52,630,0,7.1,0.0,14.7
9,90,57,644,0,7.1,0.0,14.8
10,90,60,663,0,8.0,0.0,14.8
11,90,65,683,0,8.5,0.0,-63.8
12,90,68,700,0,8.9,0.0,-216.8
13,90,69,756,0,9.4,0.0,-401.1
14,90,70,793,1,9.9,0.0,-468.4
15,90,71,820,2,9.9,0.0,-512.5
16,89,71,845,3,10.4,0.0,-490.3
17,89,70,858,4,10.4,0.0,-397.5
18,89,69,867,5,9.9,0.0,-284.4
19,89,66,800,4,9.4,0.0,-220.1
20,88,68,785,3,9.4,0.0,-197.2
21,88,70,769,0,9.4,0.0,-195.0
22,88,66,703,0,8.5,0.0,-195.1
23,88,66,677,0,8.0,0.0,-195.0
24,88,64,667,0,7.5,0.0,-202.5
25,88,64,660,0,7.5,0.0,-256.5
26,88,64,662,0,7.5,0.0,-288.2
27,88,64,662,0,7.5,0.0,-51.8
28,89,65,699,0,8.5,0.0,194.9
29,89,66,746,1,8.9,0.0,373.5
30,89,67,788,2,9.4,0.0,392.9
31,89,65,800,3,8.9,0.0,401.2
32,89,63,807,4,8.9,0.0,423.0
33,89,62,814,4,8.9,0.0,435.4
34,89,60,820,5,8.5,0.0,378.0
35,90,60,822,5,8.5,0.0,191.8
36,90,60,786,4,8.5,0.0,51.6
37,90,60,796,4,8.5,0.0,-141.3
38,90,60,805,4,8.5,0.0,-348.6
39,90,59,831,4,8.5,0.0,-375.0
40,90,58,831,4,8.5,0.0,-344.2
41,90,61,955,4,9.9,3.9,-224.2
42,90,56,1175,6,9.4,1.2,-104.0
43,90,48,1037,6,8.0,0.8,-46.6
44,89,57,1191,7,10.8,6.6,-28.0
45,89,57,1412,8,11.3,7.8,-10.8
46,89,51,1521,9,10.4,6.6,-3.8
47,88,48,1579,10,10.4,5.1,-1.3
48,88,40,1535,10,8.5,0.4,4.7
49,87,40,1074,10,8.0,0.0,19.1
50,87,48,918,10,8.0,0.0,70.9
51,87,50,884,10,8.0,0.0,65.2
52,86,51,868,10,7.5,0.0,146.0
53,86,52,856,10,7.5,0.0,214.2
54,85,52,854,9,7.5,0.0,199.5
55,85,52,849,9,7.5,0.0,186.6
56,84,52,841,8,7.5,0.0,148.7
57,84,52,843,8,7.5,0.0,111.1
58,84,52,1292,8,10.4,4.7,59.1
59,84,48,1387,8,9.4,4.7,29.6
60,84,46,1496,9,9.4,3.5,15.2
61,84,37,1479,9,8.0,0.4,2.0
62,84,36,1091,9,7.1,0.0,-3.8
63,84,43,920,9,7.5,0.0,-14.9
64,84,48,844,8,7.5,0.0,-20.1
65,84,50,817,6,7.1,0.0,-19.0
66,84,54,799,4,8.0,0.0,-21.5
67,84,56,1049,5,9.4,1.6,-31.9
68,84,53,1233,7,9.9,4.7,-32.0
69,84,50,1416,8,9.9,5.5,-32.3
70,84,45,1559,9,9.4,5.5,-25.4
71,84,44,1741,11,10.8,8.6,-19.2
72,84,51,1796,12,12.2,9.4,-19.2
73,84,49,1428,14,8.9,1.2,-45.8
74,84,36,1275,14,7.1,0.0,-136.5
75,84,34,1135,13,7.1,0.0,-180.9
76,85,43,1235,12,9.9,7.0,-154.3
77,85,64,1585,14,13.6,12.9,-94.8
78,85,64,1763,16,14.1,12.9,-88.7
79,85,61,1853,18,14.1,12.9,-63.1
80,85,63,1986,20,14.1,13.7,-36.9
81,85,66,2126,22,15.5,14.5,-32.0
82,85,75,1786,24,16.9,15.2,-12.2
83,84,78,1774,27,17.4,15.2,-2.3
84,84,71,1880,29,16.0,15.2,1.1
85,84,69,2014,31,16.0,15.2,3.4
86,84,72,1977,33,16.9,15.2,5.0
87,84,77,1761,35,16.9,15.2,7.2
88,84,69,1774,37,14.6,16.0,5.6
89,84,65,1840,38,14.6,16.0,5.7
90,84,66,1907,40,15.0,16.0,5.1
91,84,68,1971,41,15.5,16.0,4.9
92,84,67,2033,42,14.6,13.7,5.6
93,84,49,2056,43,10.8,10.5,4.4
94,84,48,1643,43,11.3,10.5,5.2
95,84,51,1561,43,10.4,8.6,7.3
96,84,34,1416,42,6.6,0.0,3.6
97,84,24,1403,41,6.1,0.0,7.4
98,84,23,1356,40,6.1,0.0,8.7
99,84,23,1320,39,6.1,0.0,2.7
100,84,24,1178,37,6.1,0.0,0.4
101,84,35,885,34,6.6,0.0,1.6
102,84,36,889,31,6.1,0.0,-0.3
103,84,36,862,27,6.1,0.0,-4.1
104,84,38,833,24,6.6,0.0,-2.9
105,84,40,857,19,7.1,0.0,-1.2
106,84,43,963,14,7.1,0.0,4.5
107,84,51,851,11,8.0,0.0,5.4
108,84,56,813,8,8.0,0.0,4.7
109,84,53,798,5,7.1,0.0,4.5
110,84,55,761,4,7.5,0.0,1.8
111,84,57,764,3,7.5,0.0,-2.0
112,84,57,763,2,7.5,0.0,0.1
113,84,57,738,0,7.1,0.0,0.0
114,84,58,680,0,7.1,0.0,0.1
115,85,60,673,0,7.1,0.0,0.1
116,85,59,675,0,7.1,0.0,0.1
117,85,59,671,0,7.1,0.0,0.1
118,85,59,671,0,7.1,0.0,-0.5
119,85,59,669,0,7.1,0.0,-0.5
120,85,59,668,0,7.1,0.0,-0.6
121,85,59,665,0,7.1,0.0,-0.7
122,85,59,666,0,7.1,0.0,-0.5
123,86,59,663,0,7.1,0.0,-0.5
124,86,59,667,0,7.1,0.0,-0.5
125,86,59,666,0,7.1,0.0,0.0
126,86,60,667,0,7.1,0.0,0.0
127,86,60,665,0,7.1,0.0,0.0
128,86,60,665,0,7.1,0.0,0.0
129,86,60,665,0,7.1,0.0,0.0
130,86,60,667,0,7.1,0.0,0.0
131,86,60,665,0,7.1,0.0,0.1
132,87,60,665,0,7.1,0.0,0.0
133,87,60,669,0,7.1,0.0,0.8
134,87,60,667,0,7.1,0.0,0.5
135,87,60,668,0,7.1,0.0,0.6
136,87,60,666,0,7.1,0.0,0.7
137,87,60,669,0,7.1,0.0,0.9
138,87,61,688,2,7.5,0.0,0.9
139,87,62,817,3,8.5,0.0,1.1
140,87,62,1240,5,10.8,7.4,0.1
141,87,63,1507,8,12.7,12.9,-2.7
142,87,53,1877,11,11.3,8.2,-8.5
143,87,51,1594,13,11.8,10.9,-7.4
144,87,71,1711,15,15.5,14.1,-7.2
145,87,63,1879,18,13.6,10.5,-12.4
