Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
1,91,0,1161,0,6.6,0.0,86.3
2,91,0,988,0,6.1,0.0,86.1
3,91,0,785,0,6.6,0.0,86.1
4,91,0,707,0,6.1,0.0,86.2
5,91,0,673,0,6.1,0.0,90.0
6,91,0,694,0,6.1,0.0,106.9
7,91,0,786,0,8.0,0.0,149.4
8,91,11,1159,4,9.9,0.0,140.0
9,91,10,1191,6,10.4,0.0,87.6
10,91,0,1051,7,7.1,0.0,25.8
11,90,10,963,7,10.8,0.0,4.1
12,90,3,1235,7,8.9,0.0,-22.7
13,90,0,831,7,8.9,0.0,-38.6
14,90,0,830,7,8.0,0.0,-59.9
15,90,0,822,7,8.0,0.0,-90.8
16,90,0,829,7,8.0,0.0,-83.7
17,90,0,828,6,8.0,0.0,-86.2
18,90,0,836,6,8.0,0.0,-105.2
19,90,6,1070,6,9.4,0.0,-146.6
20,90,6,1180,6,9.4,0.0,-220.0
21,90,0,995,6,8.0,0.0,-331.5
22,90,0,917,5,8.9,0.0,-292.3
23,90,8,1178,6,9.9,0.0,-215.1
24,90,8,1248,7,9.4,0.0,-94.0
25,90,7,1320,8,9.4,0.0,56.6
26,90,1,1302,9,8.0,0.0,100.9
27,90,1,983,9,8.5,0.0,161.8
28,89,3,1321,9,9.4,0.0,205.6
29,89,2,1370,9,9.4,0.0,191.7
30,88,0,1282,9,8.0,0.0,180.9
31,88,0,948,8,8.0,0.0,150.6
32,87,5,1231,8,9.4,0.0,54.9
33,87,6,1369,8,9.4,0.0,39.2
34,87,6,1424,9,9.4,0.0,38.0
35,86,1,1383,9,8.5,0.0,10.9
36,86,0,1019,9,7.5,0.0,-0.9
37,85,0,908,8,7.5,0.0,-8.1
38,85,0,880,8,7.5,0.0,-3.4
39,85,0,859,8,7.1,0.0,-10.7
40,84,0,815,7,7.1,0.0,-8.3
41,84,0,812,5,6.6,0.0,-8.2
42,84,33,1162,6,10.8,0.0,-10.9
43,84,12,1439,8,8.9,0.0,-16.0
44,84,1,1409,9,6.6,0.0,-54.5
45,84,0,978,9,6.1,0.0,-32.6
46,84,0,864,9,6.6,0.0,-32.4
47,84,0,860,10,6.6,0.0,-24.3
48,84,0,831,9,6.6,0.0,-18.2
49,84,0,804,6,6.6,0.0,-17.7
50,84,0,760,3,7.1,0.0,-17.7
51,85,0,771,0,7.1,0.0,-17.9
52,85,0,669,0,6.6,0.0,-17.8
53,85,0,630,0,6.6,0.0,-18.0
54,85,0,629,0,6.6,0.0,-18.2
55,85,0,632,0,6.6,0.0,-17.8
56,85,0,677,0,8.0,0.0,-17.9
57,85,0,697,0,8.0,0.0,-17.4
58,85,0,684,0,8.0,0.0,-16.9
59,85,0,676,0,7.5,0.0,-15.3
60,85,0,668,0,7.1,0.0,-13.5
61,85,0,657,0,7.1,0.0,-15.5
62,86,0,686,2,8.0,0.0,-8.1
63,86,0,750,2,8.0,0.0,-4.2
64,86,0,743,0,7.5,0.0,-3.8
65,86,0,685,0,7.5,0.0,-3.6
66,86,0,663,0,7.5,0.0,-3.5
67,86,0,665,0,7.1,0.0,-3.5
68,87,0,664,0,7.1,0.0,-3.6
69,87,0,665,0,7.1,0.0,-3.5
70,87,0,667,0,7.1,0.0,-3.4
71,87,0,672,0,7.1,0.0,-3.1
72,87,0,668,0,7.1,0.0,-3.0
73,87,0,672,0,7.1,0.0,-2.9
74,87,0,669,0,7.1,0.0,-3.5
75,87,0,670,0,7.1,0.0,-3.2
76,87,0,670,0,7.1,0.0,-3.2
77,87,0,668,0,7.1,0.0,-3.5
78,87,0,667,0,7.1,0.0,-3.2
79,87,0,664,0,7.1,0.0,-3.4
80,87,0,668,0,7.1,0.0,-3.1
81,87,0,672,0,7.1,0.0,-2.7
82,87,0,675,0,7.1,0.0,-3.1
83,87,0,676,0,7.1,0.0,-2.8
84,87,0,677,0,7.1,0.0,-3.0
85,87,0,678,0,7.1,0.0,-2.7
86,87,0,672,0,7.1,0.0,-3.1
87,87,0,672,0,7.1,0.0,-2.6
88,87,0,672,0,7.1,0.0,-2.7
89,87,0,671,0,7.1,0.0,-2.4
90,87,0,672,0,7.1,0.0,-2.8
