Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,54,49,807,0,0.0,0.0,-92.4
1,54,49,808,0,0.0,0.0,-92.4
2,55,49,806,0,0.0,0.0,-92.4
3,55,49,806,0,0.0,0.0,-92.4
4,55,49,805,0,0.0,0.0,-92.4
5,55,49,806,0,0.0,0.0,-92.4
6,55,49,803,0,0.0,0.0,-92.4
7,55,48,808,0,0.0,0.0,-92.4
8,55,48,804,0,0.0,0.0,-92.4
9,56,48,804,0,0.0,0.0,-92.4
10,56,48,805,0,0.0,0.0,-92.4
11,56,48,805,0,0.0,0.0,-92.4
12,56,49,806,0,0.0,0.0,-92.4
13,56,49,805,0,0.0,0.0,-92.4
14,57,49,801,0,0.0,0.0,-92.4
15,57,49,802,0,0.0,0.0,-92.4
16,57,49,801,0,0.0,0.0,-92.4
17,57,49,803,0,0.0,0.0,-92.4
18,57,49,803,0,0.0,0.0,-92.4
19,57,49,804,0,0.0,0.0,-92.4
20,57,49,804,0,0.0,0.0,-185.3
21,57,57,779,1,0.0,0.0,-337.2
22,57,57,782,2,0.0,0.0,-391.5
23,57,52,785,3,0.0,0.0,-366.9
24,58,50,798,4,0.0,0.0,-460.5
25,58,50,843,4,1.4,0.8,-501.4
26,58,50,836,4,0.0,0.0,-452.4
27,58,63,1118,6,5.7,7.8,-349.9
28,58,52,1173,8,0.0,0.0,-222.3
29,58,40,871,8,0.0,0.0,-85.7
30,59,43,848,7,0.0,0.0,-4.5
31,59,44,865,7,1.0,0.0,9.5
32,59,44,853,7,0.0,0.0,79.0
33,59,44,842,7,0.0,0.0,152.0
34,59,46,839,7,0.0,0.0,286.8
35,60,47,832,5,0.0,0.0,371.1
36,60,49,826,5,0.0,0.0,510.3
37,60,57,954,6,3.3,3.5,489.5
38,60,55,1072,7,1.0,1.2,292.0
39,60,44,880,7,0.0,0.0,34.0
40,60,44,840,6,0.0,0.0,-114.7
41,60,46,841,6,0.0,0.0,-234.6
42,60,46,839,6,0.0,0.0,-378.4
43,60,47,854,5,0.5,0.0,-381.6
44,60,53,950,5,2.4,1.6,-343.5
45,-40,56,0,0,0.0,0.0,-33.0
46,61,41,887,8,0.0,0.0,102.7
47,61,45,827,7,0.0,0.0,231.7
48,61,51,901,7,2.4,2.0,320.6
49,62,65,1166,9,4.7,5.5,337.7
50,62,66,1490,12,5.7,7.0,269.1
51,62,75,1858,15,9.9,11.7,78.9
52,62,75,1788,19,9.9,11.7,-11.1
53,63,71,1707,22,8.0,8.6,-15.2
54,63,65,1667,24,6.6,7.4,-14.7
55,63,76,1354,25,7.1,7.8,-29.9
56,63,63,1379,27,3.8,3.9,-19.5
57,63,37,1349,26,0.0,0.0,-11.0
58,63,30,1272,25,0.0,0.0,-27.3
59,64,34,1178,20,0.0,0.0,-57.5
60,64,36,969,14,0.0,0.0,-104.7
61,64,43,827,12,0.0,0.0,-215.5
62,64,44,804,12,0.0,0.0,-292.2
63,64,48,840,12,1.9,1.6,-226.9
64,64,71,1253,14,7.1,9.0,-107.4
65,65,69,1479,17,5.7,5.9,-38.7
66,65,46,1040,17,0.0,0.0,-40.4
67,65,38,963,17,0.0,0.0,-26.8
68,65,56,1086,18,4.7,6.2,14.0
69,66,78,1609,21,9.9,11.3,3.5
70,66,87,1513,25,13.6,13.7,-7.5
71,66,89,1506,28,14.1,13.3,-12.7
72,66,69,1517,30,6.1,5.9,-33.0
73,66,69,1839,31,8.5,9.0,-40.1
74,66,45,1446,31,1.0,1.2,-18.5
75,67,80,2057,27,32.4,25.4,5.3
76,68,94,2038,26,25.4,21.1,-3.6
77,68,96,2061,27,31.5,25.4,-3.2
78,68,87,2002,27,17.4,15.6,0.8
79,69,53,1535,23,0.5,0.4,5.3
80,69,38,1095,18,0.0,0.0,-6.3
81,69,38,930,16,0.0,0.0,3.3
82,69,41,892,15,0.5,0.0,-35.0
83,69,75,1351,17,8.9,11.3,-23.2
84,69,76,1651,21,8.9,9.8,-30.1
85,70,52,1292,21,1.0,2.0,-38.9
86,70,35,1075,20,0.0,0.0,-57.9
87,70,52,1167,20,4.2,5.9,-54.4
88,71,49,1216,20,0.0,0.0,-79.9
89,71,37,1050,19,0.0,0.0,-101.5
