Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,43,74,1037,0,0.0,0.0,1.9
1,43,38,1055,0,0.0,0.0,1.9
2,43,40,922,0,0.0,0.0,1.9
3,42,40,954,0,0.0,0.0,1.9
4,42,40,944,0,0.0,0.0,1.9
5,42,41,929,0,0.0,0.0,1.9
6,43,45,895,0,0.0,0.0,1.9
7,43,43,933,0,0.0,0.0,1.9
8,44,41,922,0,0.0,0.0,1.9
9,45,41,919,0,0.0,0.0,1.9
10,45,42,940,0,0.0,0.0,1.9
11,45,44,958,0,0.0,0.0,1.9
12,45,43,952,0,0.0,0.0,1.9
13,45,44,920,0,0.0,0.0,1.9
14,45,58,788,0,0.0,0.0,1.9
15,45,58,791,0,0.0,0.0,1.9
16,46,55,804,0,0.0,0.0,1.9
17,46,57,821,0,0.0,0.0,180.8
18,46,64,801,2,0.0,0.0,492.3
19,46,61,813,4,1.0,0.0,521.6
20,46,67,1146,7,4.7,5.1,460.7
21,47,61,1296,9,4.7,5.9,383.0
22,47,57,1367,10,4.2,5.1,254.2
23,47,42,1193,10,0.5,0.4,27.4
24,47,38,916,9,0.0,0.0,36.4
25,48,42,821,9,0.0,0.0,36.9
26,48,45,852,7,0.0,0.0,22.4
27,48,45,836,6,0.0,0.0,10.1
28,48,47,823,5,0.0,0.0,-15.0
29,48,48,820,4,0.0,0.0,36.7
30,48,50,821,4,0.0,0.0,63.2
31,49,50,826,4,0.0,0.0,154.3
32,49,52,808,5,0.0,0.0,398.9
33,49,53,861,5,1.9,0.4,492.3
34,49,59,982,5,3.8,3.9,506.5
35,49,64,1230,8,4.7,5.9,433.5
36,49,68,1415,11,6.6,8.2,267.7
37,50,73,1720,13,8.9,9.8,-39.3
38,50,73,1722,15,9.4,10.2,-46.7
39,51,74,1799,19,10.4,10.9,-11.8
40,51,61,1710,21,4.2,4.3,-7.4
41,51,64,1873,22,9.4,8.6,-7.3
42,51,39,1611,23,0.0,0.0,-6.3
43,51,38,1288,21,1.9,0.4,-30.2
44,52,52,1458,21,4.2,3.1,-19.0
45,52,41,1370,20,0.0,0.0,-7.3
46,52,36,1167,20,0.0,0.0,-23.8
47,53,39,1008,16,0.0,0.0,-91.9
48,53,45,848,12,0.0,0.0,-158.6
49,53,49,794,11,0.0,0.0,-304.0
50,53,52,799,11,0.0,0.0,-258.5
51,53,73,1204,13,8.9,10.2,-152.8
52,53,64,1294,14,4.2,2.3,-133.5
53,54,65,1146,16,6.1,6.2,-54.1
54,54,65,1351,18,4.2,3.5,-22.3
55,54,62,1204,19,4.7,5.1,5.6
56,54,68,1341,21,5.7,5.1,8.6
57,55,69,1372,25,1.0,0.8,-18.0
58,55,36,1320,24,0.0,0.0,-47.9
59,55,39,1272,24,1.9,0.0,-42.5
60,56,73,1529,25,9.4,9.0,-25.9
61,56,82,1423,25,9.9,9.8,1.2
62,56,82,1520,23,10.8,10.9,-0.8
63,57,83,1801,22,14.1,14.1,-8.6
64,57,95,1927,22,28.2,19.9,2.2
65,57,95,1932,22,26.8,18.4,-4.3
66,57,93,1916,22,22.6,18.0,-15.5
67,57,93,1912,22,22.6,18.0,1.2
68,58,94,1910,23,23.0,17.6,26.2
69,58,67,1582,21,4.2,3.9,18.5
70,58,67,1314,21,7.5,8.2,-44.1
71,59,71,1572,23,5.7,6.2,-42.1
72,59,44,1237,22,0.0,0.0,-49.0
73,60,39,1178,22,0.0,0.0,-54.0
74,60,38,1150,21,0.0,0.0,-47.7
75,60,38,1122,20,0.0,0.0,-39.3
76,60,39,1089,19,0.0,0.0,-63.3
77,60,41,1005,17,0.0,0.0,-101.0
78,60,44,899,13,0.0,0.0,-104.5
79,61,48,789,12,0.0,0.0,-212.2
80,61,51,789,11,0.5,0.0,-175.5
81,61,69,1101,13,5.7,7.4,-99.1
82,62,79,1517,16,8.9,9.4,-69.4
83,62,74,1460,18,7.1,7.8,-21.1
84,62,61,1325,19,2.4,3.1,-34.9
85,63,49,1102,19,2.4,2.0,3.2
86,63,63,1126,20,2.8,2.3,-9.0
87,63,44,761,11,0.0,0.0,-18.3
88,63,55,706,6,0.0,0.0,-8.3
89,64,60,715,5,0.0,0.0,-7.3
90,64,59,722,5,0.0,0.0,4.1
91,64,56,734,5,0.0,0.0,-0.4
92,64,56,736,6,0.0,0.0,-22.0
93,64,61,958,6,3.3,4.7,-11.8
94,64,65,1209,8,4.2,5.9,-12.1
95,64,61,1358,10,4.2,6.2,-29.9
96,65,47,1208,11,1.0,1.2,-21.3
97,65,45,838,10,0.5,0.0,7.2
98,65,62,1057,11,5.7,7.8,-36.8
99,66,69,1397,14,5.2,6.6,-26.4
100,66,77,1250,17,6.6,8.2,5.9
101,66,78,1441,20,8.0,9.0,-3.3
102,66,76,1623,23,8.5,8.2,-10.4
103,66,44,1456,22,0.5,0.0,-12.1
104,66,36,1113,22,0.0,0.0,-13.4
105,67,41,989,20,0.0,0.0,-21.6
106,67,39,992,20,0.0,0.0,-7.2
107,67,39,945,16,0.0,0.0,-0.4
108,67,45,774,10,0.0,0.0,-10.5
109,67,59,694,8,0.0,0.0,-31.8
110,67,60,713,6,0.0,0.0,-28.4
111,68,60,719,4,0.5,0.0,-21.5
112,68,78,1340,7,8.9,10.9,-27.9
113,68,78,1543,10,10.8,13.3,-32.0
114,68,79,1936,14,12.7,15.2,-27.6
115,68,81,2004,16,14.6,18.0,1.2
116,69,86,1879,19,15.5,16.8,13.4
117,69,52,1441,17,1.0,0.0,8.6
118,69,52,1385,9,8.9,12.1,151.1
119,69,78,1715,13,9.9,12.5,195.7
120,70,74,1828,14,9.9,12.5,158.7
121,70,83,1676,16,13.2,15.6,135.6
122,70,88,1847,18,16.9,17.6,44.7
123,71,59,1611,17,2.8,3.5,-28.7
124,71,41,1148,13,0.0,0.0,-3.6
125,72,55,1016,10,4.2,4.7,0.2
126,72,81,1507,12,9.4,10.5,3.4
127,72,57,1049,10,1.9,1.6,14.3
128,72,60,856,7,0.5,0.8,14.7
129,72,80,1193,8,10.8,13.7,40.7
130,72,83,1835,13,14.1,16.0,38.5
131,73,80,2059,15,14.1,16.0,-5.5
132,73,81,1917,17,13.6,16.0,-28.0
133,73,86,1871,19,16.0,16.0,-31.6
134,74,67,1773,19,6.1,7.4,-23.4
135,75,58,1471,17,5.2,5.9,-14.5
136,75,60,1440,15,3.3,2.7,-13.0
137,75,55,1215,13,2.8,3.1,-14.6
138,75,66,1203,11,3.3,5.1,-17.2
139,75,62,1006,9,3.8,5.5,-15.9
140,75,64,1076,8,2.8,4.3,-8.3
141,76,77,1425,10,8.0,10.2,8.2
142,76,56,1308,9,2.4,3.5,-8.4
143,76,60,881,6,3.8,5.9,-85.8
144,77,62,1184,7,2.4,3.9,-178.5
145,77,55,721,6,0.0,0.0,-284.6
146,77,58,704,5,0.0,0.0,-280.0
147,77,60,699,5,0.0,0.0,-243.2
148,77,62,718,5,1.0,0.0,-297.8
149,77,67,1139,8,3.3,5.1,-254.9
150,78,63,1548,18,1.9,1.2,-38.5
151,78,51,1454,20,4.2,4.3,-16.7
152,78,59,1811,24,5.7,5.1,-25.5
153,78,43,1478,26,1.0,0.8,-17.6
154,79,39,1187,28,0.0,0.0,-9.7
155,79,36,1181,25,0.0,0.0,-6.7
156,79,36,1088,22,0.0,0.0,-3.9
157,79,44,965,20,0.0,0.0,-2.4
158,80,42,959,20,0.0,0.0,-20.2
159,80,43,979,22,0.0,0.0,-19.1
160,80,41,1037,22,0.0,0.0,-11.5
161,80,40,980,19,0.0,0.0,-2.7
162,80,43,868,16,0.0,0.0,-15.3
163,80,46,823,15,0.0,0.0,-3.2
164,80,49,785,13,0.0,0.0,-4.3
165,80,53,726,11,0.0,0.0,-9.5
166,80,57,697,9,0.0,0.0,-9.5
167,81,62,706,8,0.0,0.0,-9.5
168,81,61,717,8,0.0,0.0,-9.7
169,81,60,720,6,0.0,0.0,-9.7
170,81,60,715,3,0.0,0.0,-9.7
171,81,61,721,1,0.0,0.0,-9.7
172,81,61,693,0,0.0,0.0,-9.7
173,81,58,640,0,0.0,0.0,-9.7
