Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,59,40,818,0,0.0,0.0,33.7
1,58,40,806,0,0.0,0.0,33.7
2,58,41,810,0,0.0,0.0,33.7
3,58,41,801,0,0.0,0.0,33.7
4,58,42,803,0,0.0,0.0,33.7
5,59,43,827,0,0.0,0.0,33.7
6,59,44,843,0,0.0,0.0,33.7
7,60,48,802,0,0.0,0.0,33.7
8,60,51,791,0,0.0,0.0,33.7
9,60,49,815,0,0.0,0.0,33.7
10,60,48,815,0,0.0,0.0,33.7
11,60,47,815,0,0.0,0.0,33.7
12,60,47,816,0,0.0,0.0,33.7
13,60,46,813,0,0.0,0.0,33.7
14,60,46,808,0,0.0,0.0,33.7
15,60,46,802,0,0.0,0.0,33.7
16,60,46,801,0,0.0,0.0,33.7
17,60,46,801,0,0.0,0.0,33.7
18,60,45,805,0,0.0,0.0,33.7
19,60,45,805,0,0.0,0.0,33.7
20,60,45,799,0,0.0,0.0,33.7
21,61,45,795,0,0.0,0.0,33.7
22,61,46,788,0,0.0,0.0,33.7
23,61,46,790,0,0.0,0.0,33.7
24,61,46,793,0,0.0,0.0,33.7
25,61,46,793,0,0.0,0.0,33.7
26,61,46,794,0,0.0,0.0,33.7
27,61,46,788,0,0.0,0.0,33.7
28,62,46,783,0,0.0,0.0,33.7
29,62,46,784,0,0.0,0.0,33.7
30,62,46,784,0,0.0,0.0,33.7
31,62,46,788,0,0.0,0.0,33.7
32,62,45,784,0,0.0,0.0,33.7
33,62,45,788,0,0.0,0.0,33.7
34,62,45,781,0,0.0,0.0,33.7
35,63,46,782,0,0.0,0.0,33.7
36,63,46,778,0,0.0,0.0,33.7
37,63,46,783,0,0.0,0.0,33.7
38,63,45,779,0,0.0,0.0,33.7
39,63,45,782,0,0.0,0.0,33.7
40,63,45,780,0,0.0,0.0,33.7
41,63,45,776,0,0.0,0.0,33.7
42,63,45,770,0,0.0,0.0,33.7
43,63,45,773,0,0.0,0.0,33.7
44,63,46,773,0,0.0,0.0,33.7
45,63,46,774,0,0.0,0.0,33.7
46,63,46,767,0,0.0,0.0,33.7
47,64,46,770,0,0.0,0.0,33.7
48,64,46,764,0,0.0,0.0,33.7
49,64,46,767,0,0.0,0.0,33.7
50,64,44,772,0,0.0,0.0,33.7
51,64,45,770,0,0.0,0.0,33.7
52,64,45,771,0,0.0,0.0,33.7
53,64,45,768,0,0.0,0.0,33.7
54,64,45,765,0,0.0,0.0,33.7
55,65,45,762,0,0.0,0.0,33.7
56,65,46,761,0,0.0,0.0,33.7
57,65,45,763,0,0.0,0.0,33.7
58,65,45,758,0,0.0,0.0,33.7
59,65,45,769,0,0.0,0.0,35.2
60,65,45,754,0,0.0,0.0,35.5
61,66,46,758,0,0.0,0.0,34.8
