Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,27,45,1581,0,0.0,0.0,-13.1
1,26,50,1550,0,0.0,0.0,-13.1
2,26,65,1485,0,0.0,0.0,-13.1
3,26,65,1504,0,0.0,0.0,-13.1
4,26,62,1542,0,0.0,0.0,-13.1
5,27,61,1537,0,0.0,0.0,-13.1
6,27,60,1526,0,0.0,0.0,-13.1
7,27,60,1523,0,0.0,0.0,-13.1
8,27,49,1580,0,0.0,0.0,-13.1
9,27,42,1560,0,0.0,0.0,-13.1
10,27,45,1548,0,0.0,0.0,-13.1
11,27,45,1577,0,0.0,0.0,-13.1
12,27,46,1567,0,0.0,0.0,-13.1
13,28,45,1550,0,0.0,0.0,-13.1
14,28,46,1525,0,0.0,0.0,-13.1
15,28,46,1516,0,0.0,0.0,-13.1
16,29,46,1497,0,0.0,0.0,-13.1
17,29,46,1490,0,0.0,0.0,-13.1
18,29,46,1484,0,0.0,0.0,-13.1
19,30,45,1469,0,0.0,0.0,-13.1
20,30,45,1457,0,0.0,0.0,-13.1
21,30,45,1432,0,0.0,0.0,-13.1
22,30,45,1398,0,0.0,0.0,-13.1
23,30,46,1387,0,0.0,0.0,-13.1
24,31,47,1364,0,0.0,0.0,-13.1
25,31,47,1338,0,0.0,0.0,-13.1
26,31,47,1308,0,0.0,0.0,-13.1
27,32,46,1258,0,0.0,0.0,-13.1
28,32,46,1229,0,0.0,0.0,-13.1
29,32,47,1202,0,0.0,0.0,-13.1
30,33,47,1174,0,0.0,0.0,-13.1
31,33,47,1156,0,0.0,0.0,-13.1
32,33,47,1140,0,0.0,0.0,-13.1
33,33,47,1126,0,0.0,0.0,-13.1
34,33,47,1103,0,0.0,0.0,-13.1
35,33,47,1085,0,0.0,0.0,-13.1
36,33,47,1070,0,0.0,0.0,-13.1
37,33,47,1056,0,0.0,0.0,-13.1
38,34,47,1036,0,0.0,0.0,-13.1
39,34,47,1029,0,0.0,0.0,-13.1
40,34,48,1016,0,0.0,0.0,-13.1
41,35,48,1011,0,0.0,0.0,-13.1
42,35,48,1006,0,0.0,0.0,-13.1
43,35,48,1002,0,0.0,0.0,-13.1
44,35,48,998,0,0.0,0.0,-13.1
45,36,48,988,0,0.0,0.0,-13.1
46,36,49,984,0,0.0,0.0,-13.1
47,36,48,986,0,0.0,0.0,-13.1
48,36,48,981,0,0.0,0.0,-13.1
49,36,48,983,0,0.0,0.0,-13.1
50,36,46,996,0,0.0,0.0,-13.1
51,37,46,987,0,0.0,0.0,-13.1
52,37,46,981,0,0.0,0.0,-13.1
53,37,46,981,0,0.0,0.0,-13.1
54,38,46,978,0,0.0,0.0,-13.1
55,38,46,975,0,0.0,0.0,-13.1
56,38,47,975,0,0.0,0.0,-13.1
57,38,46,974,0,0.0,0.0,-13.1
58,39,46,972,0,0.0,0.0,-13.1
59,39,46,972,0,0.0,0.0,-13.1
60,39,46,971,0,0.0,0.0,-13.1
61,39,46,970,0,0.0,0.0,-13.1
62,39,46,969,0,0.0,0.0,-13.1
63,39,46,968,0,0.0,0.0,-13.1
64,39,46,968,0,0.0,0.0,-13.1
65,40,46,963,0,0.0,0.0,-13.1
66,40,46,954,0,0.0,0.0,-13.1
67,40,46,956,0,0.0,0.0,-13.1
68,41,46,951,0,0.0,0.0,-13.1
69,41,46,949,0,0.0,0.0,-13.1
70,41,46,951,0,0.0,0.0,-13.1
71,41,46,947,0,0.0,0.0,-13.1
72,42,46,945,0,0.0,0.0,-13.1
73,42,45,949,0,0.0,0.0,-13.1
74,42,45,945,0,0.0,0.0,-13.1
75,42,45,946,0,0.0,0.0,-13.1
76,42,45,943,0,0.0,0.0,-13.1
77,42,46,942,0,0.0,0.0,-13.1
78,42,46,945,0,0.0,0.0,-13.1
79,42,46,939,0,0.0,0.0,-13.1
80,43,46,935,0,0.0,0.0,-13.1
81,43,46,937,0,0.0,0.0,-13.1
82,43,46,935,0,0.0,0.0,-13.1
83,43,46,931,0,0.0,0.0,-13.1
84,44,46,931,0,0.0,0.0,-13.1
85,44,45,933,0,0.0,0.0,-13.1
86,44,45,927,0,0.0,0.0,-13.1
87,44,46,925,0,0.0,0.0,-13.1
88,45,45,923,0,0.0,0.0,-13.1
89,45,45,927,0,0.0,0.0,-13.1
90,45,45,920,0,0.0,0.0,-13.2
91,45,45,918,0,0.0,0.0,-13.1
92,45,45,916,0,0.0,0.0,-13.2
93,45,45,907,0,0.0,0.0,-13.2
94,45,44,909,0,0.0,0.0,-13.2
95,45,44,899,0,0.0,0.0,-13.2
96,46,44,894,0,0.0,0.0,-13.2
97,46,44,892,0,0.0,0.0,-13.2
98,46,44,892,0,0.0,0.0,-13.2
99,46,44,893,0,0.0,0.0,-13.2
100,47,45,884,0,0.0,0.0,-13.2
101,47,45,895,0,0.0,0.0,-13.2
102,47,45,895,0,0.0,0.0,-13.2
103,47,45,900,0,0.0,0.0,-13.2
104,47,44,900,0,0.0,0.0,-13.2
105,48,45,888,0,0.0,0.0,-13.2
106,48,44,896,0,0.0,0.0,-13.2
107,48,44,892,0,0.0,0.0,-13.2
108,48,44,896,0,0.0,0.0,-13.2
109,48,45,887,0,0.0,0.0,-13.2
