Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,48,33,1123,0,0.0,0.0,27.6
1,48,35,948,0,0.0,0.0,27.6
2,48,36,932,0,0.0,0.0,27.6
3,48,37,908,0,0.0,0.0,27.6
4,49,37,879,0,0.0,0.0,27.5
5,49,37,871,0,0.0,0.0,27.4
6,50,36,868,0,0.0,0.0,27.4
7,50,36,858,0,0.0,0.0,27.4
8,51,37,856,0,0.0,0.0,27.4
9,51,38,857,0,0.0,0.0,27.4
10,51,39,876,0,0.0,0.0,27.4
11,51,39,864,0,0.0,0.0,27.4
12,51,37,849,0,0.0,0.0,27.4
13,51,38,848,0,0.0,0.0,27.4
14,51,40,868,0,0.0,0.0,27.3
15,51,40,882,0,0.0,0.0,27.1
16,51,40,869,0,0.0,0.0,26.8
17,52,38,868,0,0.0,0.0,27.4
18,52,38,861,0,0.0,0.0,27.3
19,52,39,858,0,0.0,0.0,27.3
20,52,39,858,0,0.0,0.0,28.1
21,52,37,850,0,0.0,0.0,28.1
22,53,41,812,0,0.0,0.0,27.3
23,53,55,783,0,0.0,0.0,28.0
24,53,55,794,0,0.0,0.0,28.0
25,53,52,812,0,0.0,0.0,27.6
26,53,50,820,0,0.0,0.0,27.4
27,53,49,822,0,0.0,0.0,27.8
28,53,48,814,0,0.0,0.0,27.8
29,53,47,803,2,0.0,0.0,93.6
30,54,50,792,2,0.0,0.0,264.1
31,54,54,793,2,0.0,0.0,344.2
32,54,52,799,3,0.0,0.0,403.8
33,54,50,803,4,0.0,0.0,489.7
34,54,50,874,5,1.9,2.0,453.3
35,54,58,1065,7,3.3,3.9,387.0
36,54,71,1388,10,8.0,10.9,277.8
37,54,46,1223,11,0.5,0.0,65.3
38,54,75,1430,14,10.8,12.5,20.7
39,54,51,1373,15,0.0,0.0,2.1
40,55,35,1100,13,0.0,0.0,-8.9
41,55,33,976,11,0.0,0.0,-8.4
42,55,35,858,10,0.0,0.0,12.0
43,55,41,763,7,0.0,0.0,129.1
44,56,46,808,7,0.0,0.0,259.5
45,56,48,884,7,2.4,2.0,385.3
46,56,75,1422,10,10.8,14.5,323.3
47,56,63,1589,13,5.7,7.4,234.5
48,56,64,1460,13,5.7,7.4,82.0
49,57,82,1853,16,20.2,23.4,23.3
50,57,59,1636,18,0.0,0.0,11.0
51,57,37,1331,17,2.4,0.0,-1.8
52,57,75,1778,21,8.5,10.5,-11.5
53,57,34,1466,20,0.0,0.0,-13.5
54,57,32,1093,19,0.0,0.0,-14.5
55,58,35,1017,18,0.0,0.0,-16.1
56,58,37,926,16,0.0,0.0,-27.8
57,58,40,894,15,0.0,0.0,-27.0
58,58,40,888,15,0.5,0.0,-29.3
59,58,48,908,15,0.5,0.4,-64.8
60,59,42,868,14,0.0,0.0,-94.0
61,59,41,839,13,0.0,0.0,-229.8
62,59,44,810,12,0.0,0.0,-340.0
63,59,44,813,12,0.0,0.0,-238.8
64,59,46,835,12,1.4,0.4,-90.7
65,59,69,1238,14,8.0,10.5,-73.1
66,60,67,1464,16,5.2,5.1,-36.7
67,60,55,1095,17,2.8,2.7,-24.1
68,60,58,1149,18,3.3,3.9,3.0
69,60,69,1388,20,6.6,8.6,-2.1
70,60,57,1372,20,1.0,1.6,-12.5
71,60,44,1167,20,1.4,1.6,-5.9
72,60,40,1110,20,0.0,0.0,-10.9
73,60,35,1040,19,0.0,0.0,-20.7
74,61,36,1009,19,0.0,0.0,-38.2
75,61,64,1331,20,9.4,10.9,-79.9
76,61,85,1402,23,11.3,10.9,-42.7
77,61,55,1239,22,0.5,0.8,8.0
78,62,35,1108,19,1.0,0.0,20.6
79,62,82,1626,17,15.5,14.8,9.9
80,62,92,1891,18,24.4,20.7,-9.5
81,63,96,1940,19,30.5,22.7,-7.3
82,63,96,1941,19,31.5,24.6,-5.1
83,63,94,1913,20,23.5,19.5,-5.5
84,63,95,1916,20,28.7,24.2,-13.2
85,64,97,1930,21,31.0,25.4,-7.0
86,64,95,1939,21,30.1,25.4,-6.8
87,64,56,1379,19,0.0,0.0,56.9
88,65,45,977,17,0.5,0.0,26.1
89,65,67,1243,18,4.2,6.6,-41.5
90,66,80,1469,20,13.2,13.7,-55.5
91,66,84,1839,24,14.6,16.0,-41.5
92,66,63,1700,26,4.7,6.6,-57.4
93,66,36,1255,24,0.0,0.0,-52.0
94,66,33,1129,22,0.0,0.0,-64.1
95,67,35,1028,20,0.0,0.0,-68.4
96,67,37,949,17,0.0,0.0,-177.4
97,67,40,847,15,0.0,0.0,-240.9
98,68,41,804,14,0.0,0.0,-74.6
99,68,68,1154,16,7.1,10.5,-74.3
100,68,56,1225,17,1.4,1.6,-28.6
101,68,54,1050,17,1.9,4.3,-5.2
102,69,43,879,16,0.0,0.0,-17.2
103,69,41,814,13,0.0,0.0,-31.7
104,69,44,762,13,0.0,0.0,-18.1
105,69,73,1159,14,11.8,14.8,-8.7
106,69,86,1787,19,14.6,15.2,-31.1
107,69,64,1355,20,3.3,4.7,-1.9
108,69,41,960,15,0.0,0.0,-4.5
109,69,42,741,11,0.0,0.0,-22.8
110,69,55,694,10,0.0,0.0,-8.7
111,70,54,724,9,0.0,0.0,1.6
112,70,53,766,9,1.0,0.0,-8.7
113,70,82,1719,14,13.2,18.4,1.2
114,70,84,2306,20,19.3,24.2,-9.8
115,70,82,2055,25,15.0,17.6,-8.1
116,71,81,2137,28,14.1,15.6,-21.7
117,71,70,1713,30,6.1,8.2,-12.3
