Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,38,58,1028,12,7.5,7.8,-277.2
1,38,92,1901,19,20.2,18.4,-80.8
2,38,92,1779,24,18.3,16.0,-37.7
3,39,51,1439,25,0.0,0.0,-40.3
4,39,33,1280,24,0.5,0.0,-3.9
5,39,58,1570,25,8.0,9.4,-4.5
6,40,61,1525,27,3.3,4.3,-9.4
7,40,34,1382,26,0.0,0.0,-7.5
8,41,33,1330,24,0.0,0.0,-19.7
9,41,35,1196,21,0.0,0.0,-89.4
10,42,44,1226,21,5.2,2.7,-31.0
11,42,93,1694,25,20.7,16.4,-12.1
12,42,97,1574,27,24.0,16.8,-2.5
13,42,59,1574,24,1.9,1.2,-3.3
14,42,38,1213,19,1.4,0.0,-3.4
15,43,68,1320,15,11.8,13.7,-10.0
16,43,92,1956,17,21.6,17.6,-6.9
17,43,71,1624,15,9.4,10.9,-2.5
18,44,94,1868,16,22.1,19.1,6.4
19,44,94,1969,18,22.1,19.5,-1.3
20,45,91,1951,19,18.8,16.8,-4.7
21,45,51,1274,16,0.0,0.0,2.0
22,45,71,1132,13,12.2,13.3,4.2
23,45,93,1924,18,22.1,18.4,1.2
24,46,85,1886,23,15.0,16.0,-18.0
25,46,71,1826,26,8.0,9.8,-13.6
26,47,38,1345,25,0.0,0.0,-40.8
27,47,32,1241,24,0.0,0.0,-59.6
28,48,33,1166,23,0.0,0.0,-92.7
29,48,34,1132,22,0.0,0.0,-81.1
30,48,33,1088,21,0.0,0.0,-111.2
31,48,35,1053,20,0.0,0.0,-172.7
32,49,44,1048,19,3.3,0.0,-122.7
33,49,97,1717,24,27.7,23.0,-54.8
34,49,96,1584,28,23.0,18.7,-10.4
35,49,64,1558,30,4.7,5.5,-12.6
36,50,30,1373,29,0.0,0.0,-15.8
37,50,29,1309,26,0.0,0.0,-5.5
38,51,31,1150,19,0.0,0.0,-8.3
39,51,37,859,12,0.0,0.0,-6.4
40,51,44,802,13,0.0,0.0,-11.3
41,51,58,926,13,5.2,2.3,-14.4
42,51,89,1723,17,16.5,16.0,-13.2
43,51,85,1762,23,14.1,16.0,-9.9
44,52,92,1593,27,17.4,16.4,-12.6
45,52,80,1704,30,9.9,11.3,-10.6
46,53,33,1484,29,0.0,0.0,-12.6
47,53,28,1331,28,0.0,0.0,-12.7
48,53,29,1321,27,0.0,0.0,-16.7
49,53,30,1296,26,0.0,0.0,-7.2
50,54,31,1243,23,0.0,0.0,-8.1
51,54,34,993,14,0.0,0.0,-14.5
52,54,41,785,11,0.0,0.0,-11.3
53,54,46,790,10,0.0,0.0,-15.4
54,54,85,1453,11,20.7,23.0,-24.4
55,54,87,2177,17,18.8,22.3,-34.3
