Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,60,65,1116,0,0.0,0.0,-15.3
1,60,33,924,0,0.0,0.0,-15.3
2,60,39,779,0,0.0,0.0,-15.3
3,60,35,827,0,0.0,0.0,-15.3
4,60,34,804,0,0.0,0.0,-15.3
5,60,35,799,0,0.0,0.0,-15.3
6,60,36,777,0,0.0,0.0,-15.3
7,60,43,745,0,0.0,0.0,-15.3
8,60,46,746,0,0.0,0.0,-15.3
9,60,46,746,0,0.0,0.0,-15.3
10,60,45,760,0,0.0,0.0,-15.3
11,60,45,771,0,0.0,0.0,-15.3
12,59,48,744,0,0.0,0.0,-15.3
13,59,50,785,0,0.0,0.0,-15.5
14,59,47,819,0,0.0,0.0,-15.2
15,59,45,817,0,0.0,0.0,-15.2
16,59,44,815,0,0.0,0.0,-15.2
17,59,44,812,0,0.0,0.0,-15.2
18,60,43,813,0,0.0,0.0,-15.2
19,60,43,811,0,0.0,0.0,-15.2
20,60,43,808,0,0.0,0.0,-15.2
21,60,43,807,0,0.0,0.0,-15.2
22,60,43,801,0,0.0,0.0,-15.2
23,60,44,788,0,0.0,0.0,-15.2
24,60,44,783,0,0.0,0.0,-15.2
25,60,44,788,0,0.0,0.0,-15.2
26,60,44,788,0,0.0,0.0,-15.2
27,60,44,792,0,0.0,0.0,-15.2
28,60,45,789,0,0.0,0.0,-15.2
29,61,45,788,0,0.0,0.0,-15.2
30,61,53,840,0,1.4,7.8,-15.2
31,61,48,845,0,0.0,0.0,-15.2
32,61,45,772,0,0.0,0.0,-15.2
33,61,45,769,0,0.0,0.0,-15.2
34,62,46,770,0,0.0,0.0,-15.2
35,62,45,775,0,0.0,0.0,-15.2
36,62,45,775,0,0.0,0.0,-15.2
37,62,46,776,0,0.0,0.0,-15.2
38,62,47,767,0,0.0,0.0,-15.2
39,63,49,766,0,0.0,0.0,-15.2
40,63,59,744,0,0.0,0.0,-15.0
41,63,58,765,0,0.0,0.0,-14.9
42,63,54,759,0,0.0,0.0,-15.0
43,63,51,773,0,0.0,0.0,-15.0
44,63,47,788,0,0.0,0.0,-15.0
45,63,46,788,0,0.0,0.0,-15.0
46,63,46,783,0,0.0,0.0,-15.0
47,63,45,784,0,0.0,0.0,-15.0
48,64,44,779,0,0.0,0.0,-15.0
49,64,45,777,0,0.0,0.0,-15.2
50,64,46,770,0,0.0,0.0,-22.3
51,64,46,780,0,0.0,0.0,-20.9
52,64,46,770,0,0.0,0.0,-20.5
53,65,52,745,0,0.0,0.0,-41.5
54,65,59,746,1,0.0,0.0,-85.3
55,65,58,759,0,0.0,0.0,-81.1
56,65,57,752,1,0.0,0.0,-48.9
57,65,56,757,1,0.0,0.0,54.8
58,66,57,754,1,0.0,0.0,172.0
59,66,62,746,2,0.0,0.0,371.3
60,66,60,746,4,0.0,0.0,488.6
61,66,65,728,3,0.0,0.0,522.8
62,66,71,736,2,0.0,0.0,523.5
63,66,66,745,3,0.0,0.0,523.2
64,66,64,744,4,0.0,0.0,521.2
65,66,62,752,5,0.0,0.0,514.6
66,66,57,760,2,0.0,0.0,419.4
67,66,60,749,0,0.0,0.0,380.9
68,67,57,735,0,0.0,0.0,402.8
69,67,51,752,0,0.0,0.0,404.2
70,67,49,755,0,0.0,0.0,404.4
71,67,49,752,0,0.0,0.0,405.6
72,68,48,756,0,0.0,0.0,407.3
73,68,46,759,0,0.0,0.0,407.4
74,68,45,748,0,0.0,0.0,407.6
75,68,50,733,0,0.0,0.0,451.8
76,68,64,739,1,0.0,0.0,343.0
77,69,61,744,2,0.0,0.0,237.4
78,69,57,749,3,0.0,0.0,143.4
79,69,56,746,4,0.0,0.0,147.5
80,69,55,752,4,0.0,0.0,211.1
81,69,55,749,5,0.0,0.0,369.4
82,69,55,754,5,0.0,0.0,493.7
83,69,54,751,5,0.0,0.0,473.0
84,69,52,756,5,0.0,0.0,380.5
85,69,52,757,5,0.0,0.0,242.5
86,70,52,755,5,0.0,0.0,154.3
87,70,55,850,6,2.4,1.6,35.5
88,70,54,881,6,1.0,0.8,-44.8
89,70,51,759,6,0.0,0.0,-194.0
90,70,50,750,5,0.0,0.0,-360.3
91,71,57,880,5,2.8,4.3,-413.2
92,71,64,1121,7,3.3,3.9,-378.1
93,71,48,819,6,0.0,0.0,-276.8
94,71,48,740,6,0.0,0.0,-158.0
95,72,48,736,5,0.0,0.0,-88.9
96,72,49,731,5,0.5,0.0,18.2
97,72,56,847,5,2.8,3.1,166.0
98,72,60,969,7,2.8,3.9,337.7
99,72,62,1027,7,3.3,3.9,400.7
