Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,24,57,1521,0,0.0,0.0,17.3
1,24,58,1518,0,0.0,0.0,17.3
2,24,62,1504,0,0.0,0.0,8.3
3,24,64,1490,0,0.0,0.0,9.4
4,24,61,1491,0,0.0,0.0,5.3
5,25,59,1497,0,0.0,0.0,5.3
6,25,60,1494,0,0.0,0.0,5.4
7,25,60,1493,0,0.0,0.0,5.4
8,25,60,1492,0,0.0,0.0,5.4
9,26,61,1487,0,0.0,0.0,5.4
10,26,61,1497,0,0.0,0.0,5.4
11,26,61,1499,0,0.0,0.0,5.4
12,27,60,1508,0,0.0,0.0,5.4
13,27,60,1494,0,0.0,0.0,5.4
14,27,61,1490,0,0.0,0.0,5.4
15,27,61,1495,0,0.0,0.0,5.4
16,27,60,1486,0,0.0,0.0,5.4
17,28,61,1476,0,0.0,0.0,5.4
18,28,60,1472,0,0.0,0.0,5.4
19,28,60,1459,0,0.0,0.0,5.4
20,29,51,1491,0,0.0,0.0,5.4
21,29,43,1471,0,0.0,0.0,5.4
22,30,44,1422,0,0.0,0.0,5.4
23,30,43,1404,0,0.0,0.0,5.3
24,30,43,1349,0,0.0,0.0,5.3
25,30,43,1327,0,0.0,0.0,5.3
26,30,43,1279,0,0.0,0.0,5.3
27,31,43,1248,0,0.0,0.0,5.3
28,31,44,1241,0,0.0,0.0,5.3
29,32,44,1224,0,0.0,0.0,5.3
30,32,44,1187,0,0.0,0.0,5.3
31,33,43,1160,0,0.0,0.0,5.3
32,33,43,1134,0,0.0,0.0,5.3
33,33,43,1121,0,0.0,0.0,5.3
34,33,42,1099,0,0.0,0.0,5.3
35,33,42,1077,0,0.0,0.0,5.3
36,33,43,1058,0,0.0,0.0,5.3
37,33,43,1041,0,0.0,0.0,5.3
38,34,43,1035,0,0.0,0.0,5.3
39,34,44,1014,0,0.0,0.0,5.3
