Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,32,0,1059,0,0.0,0.0,2.6
1,32,0,1144,0,0.0,0.0,8.0
2,32,0,1083,0,0.0,0.0,4.1
3,32,0,1064,0,0.0,0.0,4.1
4,33,0,1020,0,0.0,0.0,4.0
5,33,0,1011,0,0.0,0.0,4.0
6,33,0,1002,0,0.0,0.0,4.0
7,33,0,1009,0,0.0,0.0,4.0
8,33,0,999,0,0.0,0.0,4.0
9,33,0,1030,0,0.0,0.0,4.0
10,33,0,1074,0,0.0,0.0,4.0
11,33,0,1054,0,0.0,0.0,4.1
12,33,0,1029,0,0.0,0.0,4.1
13,33,0,1018,0,0.0,0.0,4.1
14,34,0,1018,0,0.0,0.0,4.1
15,34,0,999,0,0.0,0.0,4.1
16,34,0,1006,0,0.0,0.0,4.1
17,34,0,998,0,0.0,0.0,4.0
18,35,0,999,0,0.0,0.0,4.1
19,35,0,1005,0,0.0,0.0,4.1
20,35,0,992,0,0.0,0.0,4.0
21,35,0,997,0,0.0,0.0,4.0
22,36,0,838,0,0.0,0.0,4.5
23,36,0,793,1,0.0,0.0,19.0
24,36,0,795,2,0.0,0.0,385.4
25,36,0,805,4,0.0,0.0,517.4
26,36,8,954,5,2.8,0.0,515.5
27,36,17,1282,9,4.7,0.0,484.5
28,36,17,1399,10,4.7,0.0,321.3
29,36,0,1175,9,0.0,0.0,63.2
30,36,0,907,8,0.0,0.0,79.7
31,37,0,830,8,0.0,0.0,322.8
32,37,0,863,8,0.0,0.0,518.7
33,37,19,1382,11,6.6,0.0,460.6
34,38,0,1126,10,0.0,0.0,287.5
35,38,0,865,9,0.0,0.0,12.6
36,38,0,892,8,0.0,0.0,-200.5
37,39,0,894,7,0.0,0.0,-366.3
38,39,12,1021,7,3.8,0.0,-379.4
39,39,22,1579,10,7.5,0.0,-352.0
40,39,0,1249,11,0.0,0.0,-147.8
41,39,0,854,7,0.0,0.0,10.6
42,39,0,815,6,0.0,0.0,319.6
43,39,28,1256,9,9.9,0.0,355.1
44,40,31,1878,15,10.4,0.0,348.2
45,40,31,2121,18,10.8,0.0,141.5
46,41,39,1949,21,14.6,0.0,24.1
47,41,44,2020,26,20.7,0.0,0.0
48,42,10,2120,28,3.8,0.0,-13.2
49,42,0,1693,27,0.0,0.0,-19.0
50,42,0,1388,26,0.0,0.0,-25.1
51,42,17,1486,27,7.1,0.0,-22.5
52,43,0,1536,25,0.0,0.0,-9.3
53,43,0,1199,19,0.0,0.0,-66.6
54,43,0,976,15,0.0,0.0,-194.1
55,44,0,916,15,0.0,0.0,-270.0
56,44,26,1260,16,9.9,0.0,-238.2
57,44,32,1701,21,12.2,0.0,-77.9
58,45,33,1409,24,13.6,0.0,-36.3
59,45,33,1424,28,14.6,0.0,-8.3
60,45,35,1512,31,19.3,0.0,-11.3
61,45,29,1663,34,16.0,0.0,-9.9
62,45,0,1642,33,0.0,0.0,-10.8
63,46,0,1326,28,0.0,0.0,-29.2
64,47,0,1073,26,0.0,0.0,-58.7
65,47,0,973,25,0.0,0.0,-19.5
66,47,0,941,23,0.0,0.0,-12.8
67,47,10,1166,18,4.2,0.0,-10.4
68,48,52,1685,17,25.8,0.0,-3.1
69,48,64,1901,18,31.9,0.0,-1.3
70,48,78,1911,18,34.3,0.0,-4.5
71,48,81,2031,20,36.2,0.0,6.0
72,49,84,2113,21,36.2,0.0,1.8
73,49,89,2167,23,36.6,0.0,-0.5
74,50,64,2196,24,27.3,0.0,14.6
75,50,0,1661,19,0.0,0.0,15.4
76,51,0,1179,17,2.8,0.0,-25.5
77,51,54,1615,20,25.8,0.0,-28.9
78,51,53,1906,25,28.7,0.0,-11.3
79,52,0,1527,25,0.0,0.0,-36.2
80,52,0,1324,24,3.8,0.0,-67.7
81,53,21,1728,26,7.1,0.0,-67.9
82,53,0,1348,23,0.0,0.0,-79.9
83,53,0,1153,21,0.0,0.0,-117.2
84,54,0,1111,20,0.0,0.0,-150.3
85,54,13,1216,20,9.9,0.0,-135.6
86,54,68,1592,25,30.5,0.0,-49.5
87,54,68,1500,29,30.1,0.0,-18.7
88,54,42,1559,31,16.0,0.0,-13.7
89,55,0,1461,30,0.0,0.0,-11.5
90,55,0,1129,24,0.0,0.0,-5.7
91,56,0,907,16,0.0,0.0,-6.3
92,56,0,845,13,0.0,0.0,-6.6
93,56,0,824,13,0.0,0.0,-7.7
94,57,52,1220,15,17.4,0.0,-14.1
95,57,76,1886,21,33.8,0.0,-17.2
96,57,76,1575,25,31.5,0.0,-11.7
97,57,78,1641,29,31.9,0.0,-12.9
98,57,63,1724,33,30.5,0.0,-13.0
99,57,0,1596,33,0.5,0.0,-12.9
100,58,0,1209,31,0.0,0.0,-8.1
101,58,0,1035,28,0.0,0.0,-14.2
102,59,0,945,21,0.0,0.0,-3.3
103,59,0,878,13,0.0,0.0,-16.2
104,59,0,754,10,0.0,0.0,-16.0
105,59,0,739,8,0.0,0.0,-16.8
106,59,22,1066,8,8.9,0.0,-18.4
107,60,59,1963,14,20.7,0.0,-33.2
108,60,63,2378,19,19.3,0.0,-29.1
109,60,43,2120,21,11.8,0.0,-10.7
110,60,0,1442,18,0.0,0.0,-5.5
111,61,0,1197,15,1.0,0.0,-8.3
112,61,46,1633,17,20.7,0.0,85.1
113,62,54,2002,22,23.5,0.0,140.5
114,62,35,2042,24,12.2,0.0,149.4
115,63,0,1438,20,1.0,0.0,88.1
116,63,43,1560,19,17.9,0.0,36.9
117,63,21,1607,19,8.0,0.0,7.5
118,63,0,971,16,0.0,0.0,-7.3
119,63,0,829,13,0.0,0.0,-1.3
120,64,0,734,9,0.0,0.0,-3.0
121,64,0,721,7,0.0,0.0,-4.2
122,64,12,868,4,7.5,0.0,35.5
123,64,79,1804,12,30.5,0.0,46.4
124,64,81,2222,18,33.8,0.0,-6.3
125,65,70,2781,23,32.4,0.0,-32.1
126,65,0,2164,21,0.0,0.0,-26.5
127,66,3,1283,17,2.4,0.0,-11.7
128,66,0,855,14,0.5,0.0,-10.9
129,66,24,1074,12,7.5,0.0,-11.7
130,67,32,1649,14,11.8,0.0,-5.5
131,67,29,1658,15,10.8,0.0,-2.3
132,67,0,1108,12,0.0,0.0,-1.9
133,68,0,736,9,0.0,0.0,-1.5
134,68,0,726,5,0.0,0.0,-3.2
135,68,0,719,0,0.0,0.0,-6.8
136,68,0,724,0,0.0,0.0,-6.9
137,68,0,726,0,0.0,0.0,-7.2
138,68,0,731,0,0.0,0.0,-7.8
139,69,0,731,0,0.0,0.0,-8.3
140,69,0,733,0,0.0,0.0,-8.3
141,69,6,896,0,4.7,0.0,-9.6
142,69,29,1553,7,10.4,0.0,-51.6
143,69,18,1501,9,5.2,0.0,-102.6
144,69,0,912,7,0.0,0.0,-124.4
145,69,0,741,6,1.0,0.0,-256.8
146,69,33,1412,9,11.8,0.0,-320.7
147,70,15,1772,14,3.8,0.0,-280.7
148,70,0,1108,14,0.0,0.0,-133.1
149,70,0,1038,14,0.0,0.0,-59.9
150,71,0,1084,15,0.0,0.0,-48.0
151,71,0,1128,16,0.0,0.0,-49.8
152,71,0,1126,15,0.0,0.0,-30.8
153,71,0,1120,16,0.0,0.0,-20.3
154,71,0,1156,16,0.0,0.0,-20.3
155,72,0,1172,17,0.0,0.0,-11.8
156,72,0,1194,17,0.0,0.0,-6.3
157,72,0,1179,16,0.0,0.0,-0.9
158,72,0,1067,12,0.0,0.0,-1.3
159,72,0,937,13,0.0,0.0,-7.1
160,72,0,1010,15,0.0,0.0,-5.5
161,72,0,1093,14,0.0,0.0,-0.5
162,72,0,877,7,0.0,0.0,-7.4
163,72,0,688,4,0.0,0.0,-15.0
164,72,0,723,3,0.0,0.0,-14.6
