Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,27,45,1646,0,0.0,0.0,12.1
1,27,58,1524,0,0.0,0.0,12.1
2,27,62,1488,0,0.0,0.0,12.1
3,27,60,1507,0,0.0,0.0,12.1
4,27,60,1448,0,0.0,0.0,12.1
5,27,69,1046,0,0.0,0.0,12.3
6,27,66,784,1,0.0,0.0,10.3
7,27,63,787,2,0.0,0.0,7.2
8,27,57,809,3,0.0,0.0,-31.2
9,27,53,804,2,0.0,0.0,-187.0
10,28,63,791,1,0.0,0.0,-516.7
11,28,70,795,2,0.0,0.0,-544.6
12,28,64,823,3,0.0,0.0,-544.7
13,28,58,828,3,0.0,0.0,-544.8
14,28,57,824,4,0.0,0.0,-544.8
15,29,57,833,3,0.0,0.0,-544.8
16,29,59,818,3,0.0,0.0,-545.1
17,29,57,822,4,0.0,0.0,-545.2
18,29,56,823,3,0.0,0.0,-545.2
19,29,55,830,3,0.0,0.0,-545.2
20,30,57,822,0,0.0,0.0,-492.0
21,30,74,813,0,0.0,0.0,-174.6
22,30,70,821,0,0.0,0.0,251.1
23,30,59,813,2,0.0,0.0,439.5
24,30,61,793,2,0.0,0.0,271.0
25,30,67,803,0,0.0,0.0,66.9
26,30,86,790,0,0.0,0.0,-297.0
27,30,63,905,3,1.9,0.4,-301.5
28,30,52,987,4,2.8,1.2,-236.3
29,31,70,1086,6,8.9,10.2,-143.1
30,31,57,1437,10,3.8,4.7,-99.2
31,31,43,865,9,0.0,0.0,-314.1
32,32,45,824,8,0.0,0.0,-392.9
33,32,47,833,8,0.5,0.0,-396.0
34,32,57,1145,8,4.7,7.0,-354.0
35,33,66,1581,11,8.0,10.5,-201.3
36,33,74,2045,16,12.2,13.7,-31.8
37,33,70,2038,19,11.3,11.7,-42.1
38,33,54,1776,21,4.2,5.5,-16.6
39,33,36,1522,20,0.0,0.0,-22.1
40,34,40,1521,19,3.3,2.3,-31.5
41,34,40,1513,18,0.0,0.0,3.0
42,35,37,1285,14,0.0,0.0,-1.8
43,35,40,1032,11,0.0,0.0,23.1
44,35,45,814,9,0.0,0.0,203.6
45,36,51,832,9,0.5,0.0,394.6
46,36,71,1382,11,8.9,11.3,380.2
47,36,67,1887,15,8.9,10.2,227.2
48,36,62,1881,16,9.4,11.7,68.2
49,36,91,2287,22,23.5,25.8,23.5
50,37,95,2188,28,29.1,22.7,1.0
51,37,46,2076,28,0.0,0.0,-15.2
52,38,32,1556,27,0.0,0.0,-29.1
53,38,35,1319,26,0.0,0.0,-34.3
54,39,42,1420,26,2.8,2.0,-3.9
55,39,37,1287,24,0.0,0.0,11.9
56,39,38,1093,16,0.0,0.0,-13.6
57,39,44,890,14,0.0,0.0,-227.7
58,39,45,855,13,0.0,0.0,-333.8
59,40,50,903,13,2.4,3.1,-259.3
60,40,78,1408,16,10.4,11.7,-151.5
61,40,79,1684,20,11.3,12.5,-14.6
62,41,85,1392,23,11.8,11.7,-52.3
63,41,60,1353,25,2.8,4.3,-22.4
64,42,39,1257,24,1.4,0.0,6.1
65,42,66,1521,26,8.0,9.4,-4.7
66,42,75,1445,28,8.9,9.8,-7.7
67,42,56,1497,29,1.9,2.7,-17.6
68,42,35,1375,28,0.0,0.0,-39.7
69,43,35,1333,27,0.5,0.0,-32.9
70,43,65,1629,27,9.9,10.5,-31.5
71,44,85,1569,27,13.2,11.7,-24.3
72,44,78,1797,25,12.2,12.5,-8.3
73,45,75,1791,24,11.3,12.1,0.4
74,45,72,1690,21,9.4,11.3,-3.3
75,45,94,1827,21,26.3,21.1,-3.8
76,45,90,1874,21,19.3,15.6,-4.0
77,46,59,1420,18,1.4,1.2,-4.4
78,46,47,935,14,1.0,0.0,16.9
79,47,79,1270,11,11.3,11.7,18.4
80,47,86,1765,15,15.0,13.7,3.1
81,47,83,1720,18,13.6,13.7,-19.5
82,48,82,1743,22,12.7,12.9,-13.8
83,48,72,1723,25,7.1,8.6,-41.1
84,48,43,1307,24,0.0,0.0,-60.3
85,49,38,1192,23,0.0,0.0,-82.1
86,49,37,1120,19,0.0,0.0,-59.3
87,49,39,906,12,0.0,0.0,-57.3
88,50,52,740,6,0.0,0.0,-50.7
89,50,58,763,4,0.0,0.0,-34.5
90,50,57,781,4,0.0,0.0,-34.4
91,51,55,791,3,0.0,0.0,-34.5
92,51,53,803,4,0.0,0.0,-34.8
93,51,53,794,4,0.0,0.0,-38.3
94,51,52,789,4,0.5,0.0,-58.4
95,51,72,1194,7,7.5,10.5,-288.2
96,51,59,1415,9,4.2,6.2,-371.3
97,51,71,1695,13,9.9,12.5,-178.2
98,51,72,1872,17,9.9,12.9,4.8
99,52,63,1702,20,4.2,7.0,11.7
100,52,35,1371,19,0.0,0.0,-11.0
101,53,32,1255,17,0.0,0.0,-19.5
102,53,34,1177,16,0.0,0.0,-25.5
103,54,39,1202,16,2.4,1.6,-25.5
104,54,52,1369,16,2.8,4.7,-18.7
105,54,38,1175,15,0.0,0.0,-17.5
106,54,36,972,11,0.0,0.0,-33.5
107,54,39,866,11,0.0,0.0,-25.5
108,54,40,837,10,0.0,0.0,-21.9
109,54,41,815,9,0.5,0.0,-18.7
110,54,72,1170,11,13.2,16.8,-1.5
111,54,96,2235,19,32.9,29.3,5.2
112,55,88,2907,26,23.5,23.4,4.1
113,55,50,2063,27,6.1,7.4,-11.9
114,56,72,2186,29,12.2,14.1,-14.3
115,56,76,1852,32,9.9,11.7,-14.5
116,57,42,1578,30,0.0,0.0,-7.6
117,57,31,1141,26,0.0,0.0,-8.6
118,57,37,848,23,0.0,0.0,-11.9
119,57,45,982,19,0.0,0.0,-22.1
120,57,41,900,13,0.0,0.0,-15.0
121,57,47,748,10,0.0,0.0,10.4
122,57,54,757,8,0.0,0.0,-2.7
123,58,56,866,6,2.4,2.7,-13.2
124,58,84,1552,10,15.0,19.1,-34.3
125,58,82,2056,16,14.6,18.0,-41.3
126,58,80,2124,18,14.1,18.0,-25.1
127,59,83,1820,20,12.2,13.7,12.7
128,59,44,1438,17,0.0,0.0,-27.0
129,60,53,1393,16,7.1,8.2,10.8
130,60,80,1837,20,12.2,13.3,123.4
131,60,78,1918,22,12.2,13.3,164.4
132,60,77,1987,24,12.2,13.3,122.5
133,60,74,2008,23,10.4,11.3,24.8
134,61,73,1689,22,8.0,9.0,7.1
135,61,47,1182,19,0.0,0.0,1.9
136,62,39,918,16,0.5,0.0,8.6
137,62,64,1083,13,4.2,7.0,2.8
138,62,53,833,11,0.0,0.0,2.4
139,63,61,787,8,5.2,0.0,49.1
140,63,89,1806,13,18.3,20.3,45.2
141,63,84,2142,16,16.0,20.3,-24.3
142,63,86,2074,19,16.5,22.3,-35.2
143,63,90,2038,22,19.7,20.3,-30.6
144,64,79,2087,23,12.2,13.7,-19.2
145,64,36,1616,21,0.0,0.0,-11.9
146,65,35,1037,17,0.0,0.0,-0.8
147,65,43,793,11,0.0,0.0,-1.0
148,66,55,682,7,0.0,0.0,2.8
149,66,59,712,5,0.0,0.0,1.5
150,66,63,962,4,3.3,5.5,-1.5
151,66,79,1359,7,8.0,11.3,-43.0
152,66,72,1602,10,6.6,9.0,-209.0
153,66,44,951,9,0.0,0.0,-220.5
154,66,45,762,8,0.0,0.0,-233.9
155,66,50,750,8,0.5,0.0,-298.7
156,66,84,1540,13,16.0,20.7,-213.5
157,67,84,2418,20,17.9,22.7,-105.1
158,67,80,2347,27,15.5,18.0,-69.8
159,68,37,2029,30,0.0,0.0,-24.6
160,68,32,1432,31,1.0,0.0,-7.6
161,69,49,1644,34,4.7,4.7,-7.4
162,69,47,1889,37,2.8,3.9,-9.1
163,69,28,1607,37,0.0,0.0,-12.3
164,69,32,1272,37,0.0,0.0,-23.1
165,69,32,1236,36,0.0,0.0,-5.5
166,69,32,1194,32,0.0,0.0,-0.9
167,69,31,1059,27,0.0,0.0,-16.7
168,70,34,876,22,0.0,0.0,-22.8
169,70,47,895,17,0.0,0.0,-19.1
170,70,45,840,13,0.0,0.0,-7.4
171,70,48,717,8,0.0,0.0,-7.4
172,70,59,706,3,0.0,0.0,-7.4
173,70,57,713,0,0.0,0.0,-7.4
174,70,55,704,0,0.0,0.0,-7.4
175,70,54,711,0,0.0,0.0,-7.4
176,71,53,710,0,0.0,0.0,-7.4
177,71,53,710,0,0.0,0.0,-7.4
178,71,53,707,0,0.0,0.0,-7.4
179,71,52,715,0,0.0,0.0,-7.4
180,71,52,712,0,0.0,0.0,-7.4
181,71,52,715,0,0.0,0.0,-7.4
182,71,52,713,0,0.0,0.0,-7.4
183,72,52,712,0,0.0,0.0,-7.4
184,72,52,707,0,0.0,0.0,-7.4
185,72,51,710,0,0.0,0.0,-7.4
186,72,51,709,0,0.0,0.0,-7.4
187,72,51,712,0,0.0,0.0,-7.4
188,72,51,707,0,0.0,0.0,-7.4
189,72,51,704,0,0.0,0.0,-7.4
190,72,51,700,0,0.0,0.0,-7.4
191,72,52,700,0,0.0,0.0,-7.4
192,72,52,699,0,0.0,0.0,-7.4
193,72,52,701,0,0.0,0.0,-7.4
194,72,52,703,0,0.0,0.0,-7.4
195,72,52,702,0,0.0,0.0,-7.4
196,72,51,697,0,0.0,0.0,-7.4
197,73,50,697,0,0.0,0.0,-7.4
198,73,51,716,2,0.0,0.0,-8.1
199,73,51,743,3,0.0,0.0,-64.3
200,73,50,744,2,0.0,0.0,-12.1
201,73,52,744,0,0.0,0.0,-12.4
