Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,49,70,1153,0,0.0,0.0,3.0
1,49,34,1083,0,0.0,0.0,3.0
2,50,36,924,0,0.0,0.0,3.0
3,50,37,906,0,0.0,0.0,3.0
4,51,37,875,0,0.0,0.0,3.0
5,51,46,809,0,0.0,0.0,3.0
6,51,54,777,0,0.0,0.0,3.0
7,51,52,774,1,0.0,0.0,3.0
8,51,51,776,0,0.0,0.0,3.0
9,51,51,781,0,0.0,0.0,3.0
10,51,51,782,0,0.0,0.0,3.0
11,51,50,788,2,0.0,0.0,3.0
12,52,50,790,2,0.0,0.0,2.4
13,52,50,792,2,0.0,0.0,5.1
14,52,50,797,2,0.0,0.0,39.9
15,52,52,787,2,0.0,0.0,255.3
16,52,55,786,2,0.0,0.0,277.2
17,52,53,802,1,0.0,0.0,370.7
18,53,60,785,1,0.0,0.0,371.3
19,53,58,802,0,0.0,0.0,429.8
20,53,62,789,0,0.0,0.0,412.5
21,53,60,815,0,0.0,0.0,241.1
22,53,71,800,0,0.0,0.0,-214.9
23,53,65,795,0,0.0,0.0,-523.8
24,54,66,800,1,0.0,0.0,-540.8
25,54,61,811,0,0.0,0.0,-524.3
26,54,71,799,0,0.0,0.0,-131.7
27,54,69,799,0,0.0,0.0,386.3
28,54,71,801,0,0.0,0.0,523.3
29,54,65,792,1,0.0,0.0,523.5
30,54,62,792,2,0.0,0.0,523.4
31,54,61,794,2,0.0,0.0,523.0
32,54,64,831,0,0.0,0.0,271.8
33,55,69,802,0,0.0,0.0,-161.7
34,55,64,810,0,0.0,0.0,-483.0
35,55,60,811,2,0.0,0.0,-446.7
36,55,54,847,3,1.0,0.0,-394.3
37,55,60,1038,5,3.8,5.1,-333.9
38,56,67,1324,8,5.7,7.8,-197.2
39,56,69,1539,11,6.6,8.2,-37.0
40,56,65,1623,13,6.6,8.2,-24.3
41,57,70,1460,15,6.6,8.2,-19.2
42,57,71,1434,18,6.6,6.2,-13.2
43,57,46,1350,17,1.0,0.4,-1.5
44,57,45,1360,17,3.3,3.5,4.6
45,57,48,1385,16,1.4,2.0,-7.4
46,57,36,1219,15,0.0,0.0,27.0
47,58,36,1096,13,0.0,0.0,135.6
48,58,41,943,11,0.0,0.0,272.8
49,58,42,881,10,0.0,0.0,301.5
50,58,46,864,10,1.9,0.8,237.1
51,58,76,1422,14,8.9,10.5,134.2
52,59,74,1452,17,7.1,8.6,46.1
53,59,75,1441,20,7.5,8.6,5.8
54,59,59,1541,21,4.2,2.7,-3.8
55,60,37,1563,20,2.4,0.8,-40.5
56,60,47,1306,20,3.8,5.1,-24.4
57,60,65,1335,21,5.2,6.6,-26.8
58,60,71,1224,22,5.7,6.6,-17.3
59,60,53,1200,22,0.5,0.8,-5.9
60,60,34,1144,22,0.0,0.0,-17.5
61,60,34,1064,18,0.0,0.0,-88.2
62,61,38,892,12,0.0,0.0,-225.8
63,61,45,772,10,0.0,0.0,-236.8
64,61,49,770,10,0.0,0.0,-246.3
65,61,49,770,10,0.0,0.0,-185.4
66,61,71,1163,12,7.5,9.4,-195.6
67,61,78,1567,16,8.9,10.2,-69.0
68,62,55,1233,17,1.0,1.6,-28.9
69,62,41,949,17,0.0,0.0,-2.1
70,62,38,934,17,0.0,0.0,24.4
71,62,39,931,16,0.0,0.0,19.2
72,63,57,1049,16,4.2,6.2,-17.3
73,63,76,1554,19,8.9,10.2,-12.2
74,63,70,1325,21,4.7,6.2,-5.0
75,63,43,1159,21,0.0,0.0,-13.3
76,63,52,1175,20,4.2,5.5,-42.7
77,63,76,1450,23,8.0,8.6,-41.5
78,63,61,1344,23,3.8,4.3,-60.7
79,64,84,1637,25,14.1,14.5,-9.0
80,64,95,1629,26,24.9,19.9,8.0
81,64,96,1969,25,32.4,28.5,17.4
82,64,83,1921,24,16.9,16.8,5.7
83,65,80,1653,22,21.1,21.9,-4.4
84,65,97,1972,23,34.3,32.0,-21.5
85,66,97,1973,23,36.2,35.9,-13.0
86,66,97,1976,24,36.2,35.9,14.5
87,66,83,1873,23,16.5,18.0,5.7
88,66,54,1324,23,3.3,3.5,-8.8
89,67,73,1615,25,7.1,8.6,-35.1
90,67,41,1293,24,0.0,0.0,-42.6
91,67,34,1164,23,0.0,0.0,-60.6
92,68,35,1110,22,0.0,0.0,-56.3
93,68,34,1064,21,0.0,0.0,-53.3
94,68,34,1016,20,0.0,0.0,-44.7
95,69,36,940,16,0.0,0.0,-102.8
96,69,41,810,12,0.0,0.0,-140.9
97,69,48,721,11,0.0,0.0,-277.1
98,69,55,821,11,2.4,3.9,-185.9
99,69,77,1339,14,8.9,11.7,-41.8
100,69,83,1731,18,12.7,14.1,-21.1
101,69,58,1316,19,1.4,2.0,-31.4
102,69,40,963,19,0.0,0.0,-19.7
103,69,46,1013,18,1.9,1.2,-19.0
104,70,43,941,18,0.0,0.0,12.7
105,70,39,894,17,0.0,0.0,-17.9
106,70,39,864,16,0.0,0.0,-20.5
107,70,40,832,14,0.0,0.0,-10.7
108,70,44,732,9,0.0,0.0,-16.7
109,70,56,680,6,0.0,0.0,-41.1
110,71,58,701,5,0.0,0.0,-52.8
111,71,56,718,6,0.0,0.0,-36.3
112,71,60,953,7,3.3,5.5,-6.6
113,71,69,1389,10,5.7,8.6,0.6
114,71,68,1542,12,6.6,9.4,0.1
115,72,77,1809,16,10.8,13.3,5.3
116,72,76,1724,20,9.9,12.1,1.5
117,72,75,1727,23,8.5,9.8,-23.8
118,72,68,1471,25,4.7,6.2,-6.2
119,72,38,1174,24,0.0,0.0,-13.8
120,72,33,1055,23,0.0,0.0,-10.5
121,73,35,1035,22,0.0,0.0,-11.5
122,73,37,1000,21,0.0,0.0,-11.3
123,73,38,974,20,0.0,0.0,-8.8
124,73,39,932,18,0.0,0.0,-8.5
125,73,42,811,12,0.0,0.0,-12.3
126,73,51,681,9,0.0,0.0,-11.4
127,74,60,679,7,0.0,0.0,-13.2
128,74,61,681,5,0.0,0.0,-18.7
129,74,78,1315,7,9.4,12.5,-26.3
130,74,72,1433,9,7.1,10.5,-61.7
131,74,77,1757,12,9.9,12.1,-4.3
132,75,74,1571,12,8.0,11.3,-7.3
133,75,85,1538,15,14.1,16.0,-9.7
134,75,81,1309,15,8.0,10.9,-30.4
135,75,73,1597,16,7.1,8.6,-36.9
136,75,57,1376,15,3.3,4.3,43.1
137,75,61,1297,15,4.7,6.6,166.0
138,76,76,1510,16,8.5,10.2,215.2
139,76,81,1699,17,12.2,13.7,152.7
140,76,83,1869,19,13.6,15.6,57.4
141,76,74,1822,20,9.4,10.5,28.7
142,77,68,1711,19,7.1,8.6,-10.6
143,77,63,1616,18,4.2,5.9,1.6
144,77,40,1161,14,0.0,0.0,35.9
145,78,40,905,10,0.0,0.0,17.3
146,78,46,708,7,0.0,0.0,4.5
147,78,80,1270,8,12.2,18.0,13.2
148,78,77,1730,12,9.9,12.9,23.4
149,78,74,1832,13,9.9,12.9,-16.3
150,78,77,1669,14,9.9,12.9,-32.7
151,78,80,1663,16,10.8,12.5,-38.5
152,79,61,1444,14,3.8,4.3,-26.3
153,79,70,1412,14,6.6,7.8,2.0
154,80,49,1114,11,1.4,1.2,-8.1
155,80,49,885,9,1.9,3.9,2.9
156,80,57,856,6,2.4,5.5,-6.2
157,80,70,1176,6,5.2,8.6,-9.5
158,80,67,1234,7,3.8,6.2,-8.6
159,81,56,875,5,0.5,1.2,-8.1
160,81,59,661,2,0.0,0.0,-21.9
161,81,63,676,1,0.0,0.0,-27.5
162,81,62,734,0,1.0,0.0,-28.4
163,81,70,1107,1,4.2,6.6,-29.7
164,81,67,1057,2,3.3,5.1,-42.3
165,81,62,969,3,1.4,3.1,-35.1
166,81,61,811,2,1.9,2.3,-16.8
167,81,64,874,2,2.4,3.9,-8.1
168,81,63,784,2,0.5,1.2,-5.5
169,81,70,703,1,1.9,0.0,-8.6
170,82,74,1251,4,6.6,10.2,5.4
171,82,61,686,3,0.0,0.0,2.7
172,82,69,1011,3,4.2,7.0,-6.1
173,82,64,685,2,0.0,0.0,-48.7
174,82,76,1087,3,7.1,10.2,-62.3
175,83,68,1238,6,4.2,7.0,-55.8
176,83,62,1084,6,2.4,3.9,-110.3
177,83,56,689,4,0.0,0.0,-171.2
178,83,62,659,3,0.0,0.0,-162.8
179,83,63,750,3,1.4,0.0,-183.5
180,83,61,814,4,1.0,2.0,-201.1
181,83,63,658,4,0.0,0.0,-258.6
182,83,63,677,4,0.0,0.0,-361.8
183,83,62,676,4,0.0,0.0,-365.0
184,83,59,688,5,0.0,0.0,-311.2
185,83,58,688,3,0.0,0.0,-267.3
186,84,60,687,2,0.0,0.0,-195.0
187,84,61,690,3,0.0,0.0,-172.9
188,84,60,696,5,0.0,0.0,-139.4
189,84,57,835,7,1.4,1.6,-26.7
190,84,70,1354,11,6.1,8.6,74.0
191,84,45,1154,13,0.0,0.0,14.4
192,84,44,935,14,0.0,0.0,-30.1
193,84,41,1037,15,0.0,0.0,-70.7
194,84,43,1186,17,2.4,1.2,-72.0
195,84,61,1596,21,5.7,5.9,-44.0
196,84,53,1656,24,4.7,5.5,-13.7
197,83,69,1409,28,6.6,8.2,-17.8
198,84,66,1561,33,4.2,5.9,-11.2
199,84,32,1280,35,0.0,0.0,-6.8
200,84,37,1121,38,0.0,0.0,-16.5
201,84,36,1271,40,0.0,0.0,-11.7
202,84,33,1351,39,0.0,0.0,-8.3
203,84,32,1291,36,0.0,0.0,-9.5
204,84,32,1130,31,0.0,0.0,-13.1
205,84,35,978,26,0.0,0.0,-18.1
206,84,37,802,24,0.0,0.0,-7.8
207,84,47,888,25,0.0,0.0,10.4
208,84,44,1108,27,0.0,0.0,-5.8
209,84,35,1195,29,0.0,0.0,-9.8
210,84,31,1247,29,0.0,0.0,-12.8
211,84,62,1588,31,13.6,14.1,4.2
212,84,91,1867,34,20.2,18.4,-18.7
213,84,93,1968,38,22.6,19.5,-14.8
214,84,45,1845,38,1.0,0.4,-6.1
215,84,33,1263,36,0.0,0.0,-5.8
216,84,36,1096,31,0.0,0.0,-9.4
217,84,35,978,27,0.0,0.0,-11.2
218,84,39,800,22,0.0,0.0,-11.9
219,84,50,822,16,0.0,0.0,-13.2
220,84,53,724,12,0.0,0.0,-12.7
221,84,57,675,8,0.0,0.0,-8.5
222,84,62,678,6,0.0,0.0,-28.2
223,84,62,685,5,0.0,0.0,-27.2
224,84,60,699,4,0.0,0.0,-26.3
225,84,58,706,4,0.0,0.0,3.0
226,84,57,735,4,0.5,0.0,-9.0
227,84,59,882,4,3.3,5.9,-13.7
228,84,68,1353,8,5.7,5.9,-5.7
229,84,57,1181,8,3.8,7.0,27.7
230,84,69,1465,11,6.1,9.0,-5.3
231,84,71,1578,12,7.1,10.2,-19.4
232,84,76,1752,15,9.4,12.1,-14.8
233,84,79,1644,19,10.4,12.5,-1.2
234,84,82,1622,22,11.3,12.5,-6.8
235,84,87,1813,25,16.5,18.7,-22.4
236,84,94,1496,28,22.1,21.1,-8.6
237,84,96,1506,30,25.4,23.0,-15.0
238,84,85,1614,33,15.0,12.5,-10.5
239,84,40,1402,31,2.4,2.7,-10.1
240,84,72,1483,31,7.5,9.0,-8.6
241,84,56,1227,29,1.0,1.6,-11.9
242,84,40,943,21,0.0,0.0,-21.3
243,84,47,850,16,0.0,0.0,-12.6
244,84,51,746,12,0.0,0.0,-12.3
245,84,55,675,10,0.0,0.0,-9.3
246,85,59,667,8,0.0,0.0,2.4
247,85,63,680,5,0.0,0.0,3.5
248,85,62,677,4,0.0,0.0,6.5
249,85,62,699,6,0.0,0.0,-17.6
250,85,57,720,7,0.0,0.0,-23.2
251,86,54,737,6,0.0,0.0,-10.1
252,86,54,716,3,0.0,0.0,1.8
253,86,55,724,1,0.0,0.0,1.8
254,86,55,683,0,0.0,0.0,1.8
255,86,56,596,0,0.0,0.0,1.8
256,86,56,599,0,0.0,0.0,1.8
257,86,55,601,0,0.0,0.0,1.8
258,85,54,609,0,0.0,0.0,1.8
259,85,54,624,0,0.0,0.0,1.8
260,85,54,624,0,0.0,0.0,1.8
261,85,54,623,0,0.0,0.0,6.3
262,85,56,632,1,0.0,0.0,36.9
263,85,57,720,2,0.0,0.0,-7.9
264,85,56,750,1,0.0,0.0,-5.7
265,85,55,719,0,0.0,0.0,-5.7
266,84,56,623,0,0.0,0.0,-5.7
267,84,55,624,0,0.0,0.0,-5.7
268,84,54,619,0,0.0,0.0,-5.7
269,84,54,617,0,0.0,0.0,-5.7
270,84,54,615,0,0.0,0.0,-5.7
271,84,54,614,0,0.0,0.0,-5.6
272,84,54,612,0,0.0,0.0,-5.7
273,84,54,613,0,0.0,0.0,-5.7
274,84,53,611,0,0.0,0.0,-5.6
275,84,53,612,0,0.0,0.0,-5.7
276,84,52,616,0,0.0,0.0,-5.6
277,84,52,613,0,0.0,0.0,-5.7
278,84,52,614,0,0.0,0.0,-5.6
279,84,52,611,0,0.0,0.0,-5.6
280,84,52,613,0,0.0,0.0,-5.6
281,84,53,610,0,0.0,0.0,-5.6
282,84,53,612,0,0.0,0.0,-5.6
283,84,52,611,0,0.0,0.0,-5.6
284,84,52,610,0,0.0,0.0,-5.6
285,84,52,611,0,0.0,0.0,-5.6
286,84,52,610,0,0.0,0.0,-5.6
287,84,52,611,0,0.0,0.0,-5.6
288,84,52,610,0,0.0,0.0,-5.6
289,84,53,611,0,0.0,0.0,-5.6
290,84,53,608,0,0.0,0.0,-5.6
291,84,53,609,0,0.0,0.0,-5.6
292,84,52,610,0,0.0,0.0,-5.6
293,84,52,610,0,0.0,0.0,-5.6
294,84,52,610,0,0.0,0.0,-5.6
295,84,53,609,0,0.0,0.0,-5.6
296,84,53,609,0,0.0,0.0,-5.6
297,84,53,609,0,0.0,0.0,-5.6
298,84,53,609,0,0.0,0.0,-5.6
299,84,53,609,0,0.0,0.0,-5.6
300,84,53,608,0,0.0,0.0,-5.6
301,84,52,611,0,0.0,0.0,-5.6
302,84,52,610,0,0.0,0.0,-5.6
303,84,52,611,0,0.0,0.0,-5.6
304,84,52,609,0,0.0,0.0,-5.6
305,84,52,611,0,0.0,0.0,-5.6
306,84,52,610,0,0.0,0.0,-5.6
307,84,52,610,0,0.0,0.0,-5.6
308,84,52,610,0,0.0,0.0,-5.6
309,84,53,608,0,0.0,0.0,-5.6
310,84,52,610,0,0.0,0.0,-5.6
311,84,52,609,0,0.0,0.0,-5.6
312,84,52,610,0,0.0,0.0,-5.6
313,84,52,608,0,0.0,0.0,-5.6
314,84,53,609,0,0.0,0.0,-5.6
315,84,53,610,0,0.0,0.0,-5.6
316,84,53,609,0,0.0,0.0,-5.6
317,84,53,612,0,0.0,0.0,-5.6
318,84,53,610,0,0.0,0.0,-5.6
319,84,53,610,0,0.0,0.0,-5.6
320,84,53,610,0,0.0,0.0,-5.6
321,84,52,610,0,0.0,0.0,-5.6
322,84,52,610,0,0.0,0.0,-5.6
323,84,52,609,0,0.0,0.0,-5.6
324,84,52,610,0,0.0,0.0,-5.6
325,84,52,607,0,0.0,0.0,-5.6
326,84,52,610,0,0.0,0.0,-5.6
327,84,52,608,0,0.0,0.0,-5.6
328,84,52,609,0,0.0,0.0,-5.6
329,84,52,615,0,0.0,0.0,-5.6
330,84,52,638,0,0.0,0.0,-5.6
331,84,54,642,0,0.0,0.0,-5.6
332,84,54,645,0,0.0,0.0,-5.6
333,84,53,647,0,0.0,0.0,-5.6
334,84,53,646,0,0.0,0.0,-5.6
335,84,53,649,0,0.0,0.0,-5.6
336,84,53,647,0,0.0,0.0,-5.6
337,84,54,650,0,0.0,0.0,-5.6
338,84,54,646,0,0.0,0.0,-5.6
339,84,55,682,1,0.0,0.0,-5.6
340,84,79,1263,8,11.3,13.3,-10.5
341,84,78,1970,16,12.2,13.7,-8.3
342,84,58,1812,20,3.3,4.7,0.1
343,84,37,1397,21,0.0,0.0,-9.1
344,84,33,1392,22,1.0,0.0,-9.5
345,84,46,1335,23,3.3,2.3,-6.8
346,84,56,1408,26,4.2,4.3,-8.1
347,84,40,1303,27,0.0,0.0,-17.8
348,84,35,1236,26,0.0,0.0,-13.7
349,84,35,1180,25,0.0,0.0,-18.7
350,84,35,1181,25,0.0,0.0,-26.7
351,84,35,1133,21,0.0,0.0,-0.6
352,84,36,1008,20,0.0,0.0,-1.8
353,84,38,987,19,0.0,0.0,-4.8
354,84,78,1425,22,11.8,12.1,3.5
355,84,79,1337,24,8.0,8.6,-2.8
356,84,75,1371,27,7.1,8.2,-1.9
