Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,47,0,976,0,0.0,14.8,0.0
1,47,0,585,0,0.0,14.8,0.0
2,47,0,606,0,0.0,14.8,0.0
3,47,0,603,0,0.0,14.8,0.0
4,46,0,601,0,0.0,14.8,0.0
5,46,0,599,0,0.0,14.8,0.0
6,46,0,577,0,0.5,14.8,0.0
7,46,0,638,0,0.5,14.8,0.0
8,46,0,631,0,0.5,14.8,0.0
9,46,0,655,0,0.5,14.8,0.0
10,46,0,649,0,0.5,14.8,0.0
11,46,0,634,0,0.5,14.8,0.0
12,46,0,632,0,0.5,14.8,0.0
13,46,0,619,0,0.5,14.8,0.0
14,46,0,611,0,0.5,14.8,0.0
15,46,0,608,0,0.5,14.8,0.0
16,47,0,603,0,0.5,14.8,0.0
17,47,0,598,0,0.5,14.8,0.0
18,47,0,600,0,0.5,14.8,0.0
19,47,0,599,0,0.5,14.8,0.0
20,47,0,600,0,0.5,14.8,0.0
21,47,0,595,0,0.5,14.8,0.0
22,47,0,602,0,0.5,14.8,0.0
23,47,0,600,0,0.5,14.8,0.0
24,47,0,596,0,0.5,14.8,0.0
25,47,0,606,0,0.5,14.8,0.0
26,47,0,600,0,0.5,14.8,0.0
27,47,0,600,0,0.5,14.8,0.0
28,47,0,600,0,0.5,14.8,0.0
29,46,0,603,0,0.5,14.8,0.0
30,46,0,596,0,0.5,14.8,0.0
31,46,0,605,0,0.5,14.8,0.0
32,46,0,603,0,0.5,14.8,0.0
33,46,0,598,0,0.5,14.8,0.0
34,46,0,605,0,0.5,14.8,0.0
35,46,0,601,0,0.5,14.8,0.0
36,46,0,600,0,0.5,14.8,0.0
37,46,0,602,0,0.5,14.8,0.0
38,46,0,602,0,0.5,14.8,0.0
39,46,0,595,0,0.5,14.8,0.0
40,45,0,602,0,0.5,14.8,0.0
41,45,0,604,0,0.5,14.8,0.0
42,45,0,599,0,0.5,14.8,0.0
43,46,0,595,0,0.5,14.8,0.0
44,45,0,993,9,1.9,15.6,0.0
45,45,0,818,7,0.5,14.8,0.0
46,45,0,804,7,1.0,14.8,0.0
47,45,0,776,6,1.4,14.8,0.0
48,45,0,736,6,1.4,14.8,0.0
49,45,0,734,5,1.4,14.8,0.0
50,45,0,749,5,1.4,14.8,0.0
51,45,0,761,5,1.4,14.8,0.0
52,45,0,799,5,1.4,14.8,0.0
53,45,0,759,5,1.0,14.8,0.0
54,45,0,774,5,1.0,14.8,0.0
55,45,0,770,5,1.0,15.2,0.0
56,45,0,809,5,2.4,19.9,0.0
57,45,0,1127,6,3.3,19.9,0.0
58,45,0,1301,8,3.3,19.9,0.0
59,45,0,953,9,1.0,14.8,0.0
60,45,0,814,8,0.5,14.8,0.0
61,46,0,796,8,0.5,14.8,0.0
62,46,0,781,6,0.5,14.8,0.0
63,46,0,756,5,1.9,21.5,0.0
64,46,0,1447,8,6.6,21.9,0.0
65,46,0,1692,14,7.1,21.1,0.0
66,46,0,1450,15,5.7,21.1,0.0
67,46,0,1539,17,6.1,21.1,0.0
68,46,0,1548,20,6.6,21.5,0.0
69,46,0,1725,23,4.7,21.1,0.0
70,46,0,1170,24,3.3,14.8,0.0
71,46,0,1126,22,1.0,14.8,0.0
72,46,0,1115,22,1.0,14.8,0.0
73,46,0,1114,22,1.0,14.8,0.0
74,46,0,1082,20,1.0,14.8,0.0
75,46,0,1005,18,1.0,14.8,0.0
76,46,0,829,14,1.0,14.8,0.0
77,47,0,1056,10,2.8,19.9,0.0
78,47,0,1382,12,8.5,21.9,0.0
79,47,0,919,15,1.4,14.8,0.0
80,47,0,845,15,0.5,14.8,0.0
81,47,0,833,14,0.5,14.8,0.0
82,47,0,815,14,0.5,14.8,0.0
83,47,0,835,15,0.5,17.6,0.0
84,47,0,1186,15,10.8,23.8,0.0
85,47,0,1716,20,9.9,23.8,0.0
86,47,0,1232,23,2.4,14.8,0.0
87,47,0,1217,22,1.9,18.4,0.0
88,47,0,1264,22,3.3,20.3,0.0
89,47,0,1297,23,7.1,22.3,0.0
90,46,0,1396,26,19.7,28.5,0.0
91,46,0,1495,29,24.4,29.7,0.0
92,46,0,1999,28,2.8,33.6,0.0
93,46,0,2094,28,33.4,35.2,0.0
94,47,0,1717,29,4.7,33.6,0.0
95,47,0,2063,26,32.4,33.6,0.0
96,46,0,2065,27,17.4,33.6,0.0
97,46,0,1316,25,1.9,14.8,0.0
98,47,0,1717,29,6.1,23.0,0.0
99,47,0,2063,26,32.4,33.6,0.0
100,46,0,2065,27,17.4,33.6,0.0
101,46,0,1316,25,1.9,14.8,0.0
102,47,0,1717,29,6.1,23.0,0.0
103,47,0,2063,26,32.4,33.6,0.0
104,46,0,2065,27,17.4,33.6,0.0
105,46,0,1316,25,1.9,14.8,0.0
106,47,0,1717,29,6.1,23.0,0.0
107,48,0,1961,17,26.8,27.0,0.0
108,48,0,1937,20,19.7,26.6,0.0
109,48,0,1676,26,8.5,21.1,0.0
110,48,0,1333,28,0.0,14.8,0.0
111,47,0,1180,27,0.5,14.8,0.0
112,47,0,1072,23,1.0,14.8,0.0
113,47,0,958,17,0.5,14.8,0.0
114,46,0,821,14,1.0,14.8,0.0
115,46,0,687,10,1.0,14.8,0.0
116,46,0,701,10,1.9,21.1,0.0
117,46,0,1797,13,11.8,24.2,0.0
118,46,0,1746,19,10.8,24.2,0.0
119,46,0,1507,21,11.8,24.2,0.0
120,46,0,1484,26,11.8,24.2,0.0
121,46,0,1508,30,0.5,14.8,0.0
122,46,0,1320,29,0.0,14.8,0.0
123,46,0,1211,28,0.5,14.8,0.0
124,46,0,1137,27,0.5,14.8,0.0
125,47,0,1173,26,1.0,14.8,0.0
126,47,0,1048,20,0.5,14.8,0.0
127,47,0,753,12,1.4,14.8,0.0
128,47,0,776,7,0.5,14.8,0.0
129,47,0,722,4,0.5,14.8,0.0
130,47,0,1577,5,8.0,24.2,0.0
131,47,0,1725,10,8.0,23.8,0.0
132,47,0,1957,14,9.9,24.2,0.0
133,48,0,1780,17,10.8,24.2,0.0
134,47,0,1613,20,11.3,24.2,0.0
135,47,0,1505,21,1.4,14.8,0.0
136,47,0,1065,3,5.2,21.9,0.0
137,47,0,1438,7,5.7,21.9,0.0
138,47,0,1590,11,6.1,21.9,0.0
139,47,0,1479,13,6.6,22.7,0.0
140,47,0,1675,15,8.9,23.0,0.0
141,47,0,1887,17,8.5,25.0,0.0
142,47,0,2021,20,15.5,23.0,0.0
143,47,0,1648,21,6.6,23.0,0.0
144,47,0,1683,20,8.9,23.4,0.0
145,47,0,1063,19,1.4,14.8,0.0
146,47,0,756,16,0.5,14.8,0.0
147,47,0,679,8,1.0,14.8,0.0
148,47,0,923,5,3.8,21.1,0.0
149,47,0,1739,8,5.2,24.6,0.0
150,47,0,1830,11,8.0,24.2,0.0
151,47,0,2053,15,10.4,24.2,0.0
152,47,0,1835,16,9.9,24.2,0.0
153,48,0,1917,19,10.8,24.2,0.0
154,47,0,1465,20,1.0,14.8,0.0
155,47,0,1464,17,5.7,21.9,0.0
156,47,0,1219,16,0.5,14.8,0.0
157,47,0,962,14,0.5,14.8,0.0
158,47,0,809,10,1.0,14.8,0.0
159,47,0,736,6,1.4,22.3,0.0
160,47,0,1404,6,8.0,23.0,0.0
161,48,0,1486,11,4.2,19.1,0.0
162,48,0,897,10,1.9,18.7,0.0
163,48,0,1063,10,3.3,14.8,0.0
164,48,0,805,9,0.5,14.8,0.0
165,48,0,776,9,0.5,14.8,0.0
166,48,0,830,9,6.6,23.0,0.0
167,48,0,1683,31,0.5,14.8,0.0
168,47,0,1116,33,0.5,14.8,0.0
169,47,0,1161,36,0.5,14.8,0.0
170,47,0,1257,37,1.0,14.8,0.0
171,47,0,1352,40,1.0,14.8,0.0
172,47,0,1431,42,1.0,14.8,0.0
173,47,0,1485,44,1.0,14.8,0.0
174,47,0,1100,41,1.0,14.8,0.0
175,47,0,964,37,1.0,14.8,0.0
176,47,0,962,36,0.5,14.8,0.0
177,47,0,1001,34,1.9,14.8,0.0
178,47,0,1104,32,0.5,14.8,0.0
179,47,0,1114,33,0.5,14.8,0.0
180,47,0,1159,34,0.5,14.8,0.0
181,47,0,1486,34,2.8,20.3,0.0
182,47,0,1520,35,4.2,23.0,0.0
183,47,0,1583,36,8.5,22.3,0.0
184,47,0,1536,39,8.5,22.3,0.0
185,47,0,1645,40,1.9,17.6,0.0
186,47,0,1630,39,3.3,19.9,0.0
187,47,0,1955,40,10.8,23.8,0.0
188,47,0,1751,43,10.4,23.8,0.0
189,47,0,1786,45,8.0,21.1,0.0
190,47,0,1327,45,0.5,22.3,0.0
191,47,0,1118,44,0.0,14.8,0.0
192,47,0,961,41,0.0,14.8,0.0
193,47,0,902,38,0.5,14.8,0.0
194,47,0,980,37,0.5,14.8,0.0
195,47,0,959,34,2.4,14.8,0.0
196,47,0,1097,33,0.5,14.8,0.0
197,47,0,1478,31,8.9,23.0,0.0
198,47,0,1482,36,8.5,23.0,0.0
199,47,0,1411,39,0.5,15.2,0.0
200,47,0,1348,39,0.5,14.8,0.0
201,47,0,1333,40,1.4,14.8,0.0
202,47,0,1410,41,1.0,14.8,0.0
203,47,0,1402,41,1.0,14.8,0.0
204,47,0,1429,43,1.0,14.8,0.0
205,47,0,1947,45,5.7,21.1,0.0
206,47,0,1516,45,1.4,15.2,0.0
207,47,0,1075,45,0.5,14.8,0.0
208,47,0,1057,43,0.5,14.8,0.0
209,47,0,1010,39,0.5,14.8,0.0
210,47,0,1007,37,0.5,14.8,0.0
211,47,0,944,36,0.5,14.8,0.0
212,47,0,964,34,2.4,14.8,0.0
213,47,0,1116,34,0.5,14.8,0.0
214,47,0,1134,35,0.5,14.8,0.0
215,47,0,1350,35,1.4,18.0,0.0
216,47,0,1532,36,2.8,19.5,0.0
217,47,0,1518,37,3.3,19.9,0.0
218,47,0,1495,38,3.8,19.9,0.0
219,47,0,1575,40,3.3,14.8,0.0
220,47,0,1439,40,1.0,14.8,0.0
221,47,0,1388,40,0.5,14.8,0.0
222,47,0,1340,39,0.5,14.8,0.0
223,47,0,1320,38,0.5,14.8,0.0
224,47,0,1256,37,0.5,14.8,0.0
225,47,0,1164,33,0.5,14.8,0.0
226,47,0,1046,30,0.5,14.8,0.0
227,47,0,1002,28,0.5,14.8,0.0
228,47,0,989,27,0.5,14.8,0.0
229,47,0,859,22,1.9,14.8,0.0
230,47,0,894,17,0.5,14.8,0.0
231,47,0,715,10,1.0,14.8,0.0
232,47,0,754,6,1.0,14.8,0.0
233,47,0,719,5,0.5,14.8,0.0
234,47,0,722,4,1.0,14.8,0.0
235,47,0,736,3,1.0,14.8,0.0
236,47,0,723,2,1.0,14.8,0.0
237,47,0,763,0,1.0,14.8,0.0
238,47,0,606,0,0.5,14.8,0.0
239,47,0,621,0,0.5,14.8,0.0
240,47,0,613,0,0.5,14.8,0.0
241,47,0,611,0,0.5,14.8,0.0
242,47,0,616,0,0.5,14.8,0.0
243,47,0,607,0,0.5,14.8,0.0
244,47,0,607,0,0.5,14.8,0.0
245,47,0,741,1,0.5,14.8,0.0
246,47,0,737,1,1.0,14.8,0.0
247,47,0,676,0,0.5,14.8,0.0
248,47,0,611,0,0.5,14.8,0.0
249,47,0,618,0,0.5,14.8,0.0
250,47,0,615,0,0.5,14.8,0.0
251,47,0,607,0,0.5,14.8,0.0
252,47,0,608,0,0.5,14.8,0.0
253,47,0,630,0,1.4,14.8,0.0
254,47,0,954,2,1.9,19.1,0.0
255,47,0,1382,3,4.7,21.9,0.0
256,47,0,1538,9,6.1,21.9,0.0
257,47,0,1823,13,8.0,22.7,0.0
258,47,0,1725,17,8.5,23.0,0.0
259,46,0,1639,21,7.1,21.9,0.0
260,46,0,1687,23,5.7,15.6,0.0
261,46,0,1243,22,0.5,14.8,0.0
262,45,0,1002,21,0.5,14.8,0.0
263,45,0,1008,21,0.5,14.8,0.0
264,45,0,989,20,0.5,14.8,0.0
265,46,0,953,18,0.5,14.8,0.0
266,46,0,832,16,0.5,14.8,0.0
267,46,0,760,12,1.0,14.8,0.0
268,46,0,732,7,0.5,14.8,0.0
269,46,0,714,4,1.0,14.8,0.0
270,47,0,724,3,1.0,14.8,0.0
271,47,0,750,0,1.0,14.8,0.0
272,47,0,615,0,0.5,14.8,0.0
273,47,0,609,0,0.5,14.8,0.0
274,47,0,1274,4,5.7,22.3,0.0
275,48,0,1672,11,7.5,22.7,0.0
276,47,0,1824,16,9.4,23.8,0.0
277,47,0,1734,21,9.9,23.0,0.0
278,47,0,1471,22,1.0,21.1,0.0
279,47,0,1609,23,3.3,19.5,0.0
280,47,0,1290,25,3.8,20.3,0.0
281,47,0,1296,27,1.0,14.8,0.0
282,46,0,1197,27,0.5,14.8,0.0
283,46,0,1176,26,0.5,14.8,0.0
284,46,0,1140,24,0.5,14.8,0.0
285,47,0,1134,24,1.0,14.8,0.0
286,47,0,1151,24,1.0,14.8,0.0
287,47,0,1147,25,1.0,14.8,0.0
288,47,0,1174,25,1.0,16.0,0.0
289,47,0,1639,25,3.3,23.0,0.0
290,47,0,1671,29,19.7,26.6,0.0
291,47,0,1766,34,17.4,26.6,0.0
292,47,0,1986,39,4.2,26.6,0.0
293,47,0,1726,39,1.4,14.8,0.0
294,47,0,1797,40,6.6,21.9,0.0
295,47,0,1757,41,1.0,14.8,0.0
296,47,0,1563,40,1.9,18.7,0.0
