Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,31,54,810,3,0.0,0.0,-352.4
1,31,50,822,4,0.0,0.0,-448.2
2,31,47,832,4,0.0,0.0,-532.8
3,31,69,1311,7,8.0,10.9,-430.3
4,31,54,1554,10,4.7,4.3,-274.7
5,32,40,1008,10,2.4,1.2,-113.7
6,32,43,1017,10,2.4,2.3,-83.6
7,33,60,1342,12,5.2,7.4,-87.4
8,33,42,1091,10,0.0,0.0,-99.3
9,33,40,845,9,0.0,0.0,-130.8
10,33,43,844,8,0.0,0.0,-268.5
11,33,43,857,7,0.0,0.0,-348.9
12,33,43,859,7,0.0,0.0,-336.2
13,33,43,854,6,0.0,0.0,-263.4
14,33,43,850,6,0.0,0.0,-140.7
15,33,44,831,4,0.0,0.0,37.6
16,34,48,826,2,0.0,0.0,76.0
17,34,49,831,2,0.0,0.0,115.3
18,34,53,876,4,2.4,0.4,343.7
19,34,68,1432,9,7.1,9.4,407.0
20,34,64,1639,13,7.5,9.8,358.0
21,35,62,1744,15,7.5,9.8,165.4
22,35,67,1829,17,10.4,12.5,38.3
23,36,80,2038,21,14.6,15.2,16.2
24,36,61,1975,24,4.2,5.1,8.4
25,36,31,1511,23,0.0,0.0,-9.5
26,37,33,1261,22,0.0,0.0,-55.5
27,37,66,1524,23,10.8,11.7,-48.0
28,37,82,1539,27,11.3,10.2,-1.6
29,38,41,1419,26,0.0,0.0,-9.5
30,38,33,1300,22,0.0,0.0,-19.9
31,39,36,1095,16,0.0,0.0,-170.4
32,39,40,919,13,0.0,0.0,-325.2
33,39,41,851,11,0.0,0.0,-291.5
34,39,43,802,10,0.0,0.0,-160.4
35,39,45,814,10,0.0,0.0,-56.5
36,39,45,815,10,0.0,0.0,-59.0
37,39,48,886,10,2.4,2.3,-56.9
38,39,52,1079,11,3.3,4.3,-36.5
39,40,49,1074,12,1.4,2.7,-22.7
40,40,42,847,12,0.0,0.0,-8.5
41,40,42,800,11,0.0,0.0,-19.1
42,40,53,963,12,4.2,6.2,-3.4
43,41,77,1672,16,11.3,13.3,2.9
44,41,78,1799,20,12.2,14.1,-7.1
45,41,82,1523,24,12.2,13.3,-9.9
46,42,62,1452,26,2.4,3.9,-13.4
47,42,33,1266,24,0.0,0.0,-67.7
48,42,33,1171,22,0.0,0.0,-67.9
49,42,55,1411,23,8.0,8.6,8.7
50,43,86,1558,26,14.1,14.1,2.3
51,43,91,1444,26,16.5,14.5,0.0
52,43,85,1940,25,15.5,15.6,-6.8
53,44,81,1962,24,15.0,16.0,-5.0
54,44,80,1925,24,13.2,14.8,0.3
55,45,79,1872,23,13.2,15.2,0.9
56,45,84,1932,23,15.0,16.4,0.8
57,45,82,1912,23,11.8,13.7,5.9
58,46,47,1308,19,0.0,0.0,4.8
59,46,36,999,18,0.0,0.0,-31.0
60,47,59,1187,18,11.8,12.1,-37.2
61,47,88,1902,23,17.4,16.8,-30.2
62,47,82,1949,27,14.6,15.6,-36.5
63,48,67,1912,30,7.5,9.4,-58.6
64,48,34,1503,28,0.0,0.0,-58.0
65,48,31,1288,22,0.0,0.0,-69.8
66,48,33,1117,21,0.0,0.0,-175.2
67,49,34,1060,19,0.0,0.0,-215.0
68,49,75,1491,22,13.2,14.5,-51.7
69,49,84,1608,26,13.2,12.9,-24.4
70,50,48,1389,26,1.0,1.6,-16.5
71,50,39,1351,25,2.8,2.7,-12.0
72,51,40,1402,25,1.0,0.8,-12.5
73,51,31,1245,23,0.0,0.0,-12.4
74,51,32,1093,17,0.0,0.0,-11.3
75,51,40,808,11,0.0,0.0,-0.2
76,51,45,791,10,0.0,0.0,-6.1
77,51,47,797,11,1.4,0.0,-14.7
78,52,92,1702,16,22.1,21.5,-11.3
79,52,93,1958,22,22.6,21.9,-11.1
80,52,96,1676,27,24.9,21.9,-11.3
81,53,96,1810,31,27.7,23.0,-12.9
82,53,63,1781,33,6.6,6.6,-13.6
83,53,27,1455,32,0.0,0.0,-13.8
84,54,28,1195,31,0.0,0.0,-10.3
85,54,32,1087,28,0.0,0.0,-10.3
86,54,32,944,21,0.0,0.0,-10.5
87,54,40,888,13,0.0,0.0,-12.3
88,54,42,789,11,0.0,0.0,-13.8
89,54,44,779,9,0.0,0.0,-26.4
90,54,74,1293,10,11.8,17.6,-41.7
91,54,66,1600,11,7.1,10.5,-41.1
92,55,78,1900,14,11.8,14.8,-12.7
93,55,76,1752,16,8.9,12.1,-17.9
94,55,43,1288,14,0.0,0.0,-18.7
95,56,38,1039,12,1.4,0.0,-11.2
96,56,70,1442,13,7.1,9.8,32.3
97,56,73,1640,16,8.0,10.2,111.3
98,57,72,1695,18,8.0,10.2,142.0
99,57,70,1753,19,7.5,9.4,143.0
100,57,43,1457,17,0.0,0.0,124.9
101,57,50,1322,14,5.7,5.9,45.8
102,57,77,1800,17,9.9,11.7,10.2
103,58,44,1401,15,0.0,0.0,10.9
104,58,48,1188,12,3.8,4.7,12.0
105,58,65,1416,12,3.8,6.2,1.6
106,58,45,1003,10,1.4,0.4,-11.6
107,59,67,1215,9,5.2,8.6,-18.4
108,59,68,1494,10,5.7,8.6,23.5
109,59,73,1666,12,8.5,11.3,46.8
110,60,72,1849,13,8.9,11.7,-5.9
111,60,75,1730,13,9.9,12.9,-37.8
112,60,79,1845,16,12.2,15.2,-28.0
113,60,78,1897,19,11.8,13.3,-27.8
114,60,69,1869,20,7.1,9.4,-12.6
115,61,36,1414,17,0.0,0.0,5.4
116,61,41,1217,14,1.9,1.6,-11.3
117,62,38,952,10,0.0,0.0,5.3
118,62,41,752,7,0.0,0.0,17.6
119,62,50,786,5,1.0,0.4,12.3
120,62,56,931,4,1.9,2.7,12.4
121,63,52,759,3,0.5,0.0,18.5
122,63,72,1242,5,7.1,10.5,16.6
123,63,74,1552,9,7.1,9.8,-9.1
124,63,69,1538,10,6.6,9.0,-84.8
125,63,78,1771,12,11.3,14.1,-183.6
126,63,67,1605,15,5.2,8.2,-211.4
127,64,41,1045,9,0.0,0.0,-199.8
128,64,49,702,6,0.0,0.0,-150.8
129,64,53,749,7,0.0,0.0,-186.8
130,64,49,777,7,0.0,0.0,-253.8
131,64,46,777,8,0.0,0.0,-242.9
132,64,43,786,10,0.0,0.0,-126.7
133,65,41,786,11,0.0,0.0,-28.4
134,65,40,825,12,0.0,0.0,-11.1
135,65,38,909,13,0.0,0.0,-23.5
136,65,35,1009,15,0.0,0.0,-22.5
137,65,34,1123,17,0.0,0.0,-7.3
138,65,31,1220,18,0.0,0.0,-9.1
139,66,30,1304,20,0.0,0.0,-7.0
140,66,29,1383,21,0.0,0.0,-11.7
141,66,29,1277,23,0.0,0.0,-11.1
142,66,33,1080,23,0.0,0.0,-10.0
143,66,33,1044,21,0.0,0.0,-10.5
144,66,33,982,20,0.0,0.0,-12.9
145,66,34,944,18,0.0,0.0,-11.0
146,66,35,861,14,0.0,0.0,-8.2
147,67,41,760,10,0.0,0.0,-6.8
148,67,46,738,9,0.0,0.0,-14.9
149,67,46,736,9,0.0,0.0,-9.4
150,67,50,753,7,0.0,0.0,5.0
151,67,47,761,6,0.0,0.0,-6.5
152,67,46,759,4,0.0,0.0,-6.8
153,67,47,739,2,0.0,0.0,-6.8
154,67,49,759,1,0.0,0.0,-6.8
155,67,49,755,0,0.0,0.0,-6.8
156,67,49,750,0,0.0,0.0,-6.8
157,67,48,753,0,0.0,0.0,-6.8
158,67,48,750,0,0.0,0.0,-6.8
159,67,48,748,0,0.0,0.0,-6.8
160,68,48,743,0,0.0,0.0,-6.8
161,68,48,742,0,0.0,0.0,-6.8
162,68,48,739,0,0.0,0.0,-6.8
163,68,48,736,0,0.0,0.0,-6.8
164,68,48,739,0,0.0,0.0,-6.8
165,68,48,738,0,0.0,0.0,-6.8
166,69,48,728,0,0.0,0.0,-6.8
