Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,88,71,1126,0,0.0,0.0,-9.1
1,88,41,910,0,0.0,0.0,-9.1
2,89,43,606,0,0.0,0.0,-9.1
3,90,39,598,0,0.0,0.0,-9.1
4,90,37,596,0,0.0,0.0,-9.1
5,89,36,598,0,0.0,0.0,-9.1
6,89,36,594,0,0.0,0.0,-9.1
7,89,39,564,0,0.0,0.0,-9.1
8,88,42,618,0,0.0,0.0,-9.1
9,88,50,658,0,0.0,0.0,-19.3
10,87,69,1155,5,6.1,7.4,-26.9
11,87,69,1508,11,6.1,6.2,-23.2
12,87,58,1581,12,6.1,7.0,12.9
13,86,76,1697,17,8.9,9.0,36.4
14,85,50,1365,17,1.0,0.8,13.0
15,85,32,1208,16,0.0,0.0,-14.2
16,84,31,1155,15,0.0,0.0,52.4
17,84,32,1057,12,0.0,0.0,179.2
18,84,40,889,11,0.0,0.0,368.8
19,84,71,1335,14,9.9,10.9,332.4
20,84,82,1578,19,11.3,11.7,116.2
21,84,81,1670,23,11.3,11.7,-7.4
22,84,90,1856,27,20.7,19.1,-10.8
23,84,93,1585,31,20.7,15.6,-3.7
24,84,53,1536,31,1.9,2.3,-6.2
25,84,29,1181,31,0.0,0.0,-14.1
26,84,28,1053,28,0.0,0.0,-19.0
27,85,30,947,22,0.0,0.0,-42.0
28,85,39,948,18,0.0,0.0,-109.7
29,86,37,924,16,0.0,0.0,-275.6
30,86,36,881,15,0.0,0.0,-299.8
31,86,36,872,15,0.5,0.0,-94.8
32,87,70,1332,17,10.4,11.3,-84.4
33,87,73,1517,21,6.6,7.0,-25.9
34,87,71,1441,24,16.0,14.1,-15.1
35,87,96,1619,28,25.8,18.7,5.0
36,87,96,1632,32,25.4,16.8,-3.2
37,87,76,1719,35,8.9,7.8,-20.7
38,87,44,1471,34,3.3,3.1,-40.2
39,87,50,1372,35,3.8,5.1,-28.9
40,87,66,1387,35,6.1,7.4,-6.1
41,87,74,1512,33,8.0,8.6,-4.7
42,87,69,1552,29,7.1,8.6,-15.3
43,87,70,1607,27,6.1,6.6,-9.3
44,87,51,1139,22,3.3,5.9,-15.3
45,86,73,1465,19,8.0,8.6,-0.9
46,86,50,1126,16,0.0,0.0,-1.6
47,86,40,787,10,0.0,0.0,-1.6
48,86,46,711,4,0.0,0.0,-1.8
49,86,47,733,0,0.0,0.0,-1.8
50,86,47,607,0,0.0,0.0,-1.8
51,86,66,809,0,7.5,9.0,2.3
52,86,63,1295,4,4.2,2.7,45.6
53,86,51,736,2,0.0,0.0,42.0
54,87,48,656,0,0.0,0.0,39.9
55,87,48,600,0,0.0,0.0,39.9
56,87,47,606,0,0.0,0.0,39.9
57,87,46,608,0,0.0,0.0,39.9
58,87,46,606,0,0.0,0.0,39.9
59,87,45,606,0,0.0,0.0,39.9
60,87,45,602,0,0.0,0.0,39.9
61,87,45,605,0,0.0,0.0,39.9
62,87,45,606,0,0.0,0.0,39.9
63,88,45,602,0,0.0,0.0,39.9
64,88,45,604,0,0.0,0.0,40.1
65,88,45,604,0,0.0,0.0,40.1
66,88,45,602,0,0.0,0.0,40.0
67,88,45,604,0,0.0,0.0,39.9
68,88,45,603,0,0.0,0.0,39.9
69,88,45,605,0,0.0,0.0,39.9
70,88,45,604,0,0.0,0.0,39.9
71,88,45,604,0,0.0,0.0,39.9
72,88,45,604,0,0.0,0.0,39.9
73,88,45,605,0,0.0,0.0,40.2
74,88,54,806,0,1.9,4.7,40.5
75,88,66,1248,0,4.7,8.6,99.8
76,87,62,1004,1,5.7,3.5,146.9
77,87,81,1735,9,11.3,12.5,12.4
78,87,75,1860,15,10.4,12.5,-25.3
79,86,76,2003,19,11.8,13.7,-27.3
80,85,84,2050,24,16.0,15.6,-29.9
81,84,77,2226,28,13.2,13.7,-31.0
82,84,65,1826,30,5.7,7.4,-45.7
83,83,31,1410,29,0.0,0.0,-64.9
84,83,25,1266,26,0.0,0.0,-99.5
85,83,28,1165,24,0.0,0.0,-152.6
86,83,30,1106,22,0.0,0.0,-135.7
87,83,83,1704,26,22.6,20.7,-47.5
88,83,97,2078,32,34.8,30.9,-19.8
89,84,92,2158,36,28.2,23.4,-15.1
90,84,35,1708,35,0.0,0.0,-12.2
91,84,27,1189,29,0.0,0.0,-5.4
92,85,34,974,23,0.0,0.0,-5.6
93,85,52,1191,24,8.0,3.5,-5.0
94,86,97,1978,29,35.2,34.8,-10.1
95,86,97,2127,34,36.6,35.2,-12.8
96,86,82,2056,37,17.4,13.7,-10.2
97,87,28,1648,36,0.0,0.0,-15.0
98,87,29,1182,35,0.0,0.0,-13.8
99,87,27,1109,31,0.0,0.0,-8.8
100,87,28,987,23,0.0,0.0,-14.1
101,87,38,880,14,0.0,0.0,-10.6
102,87,52,823,12,3.8,0.0,-9.1
103,87,95,1781,16,27.3,25.4,-30.9
104,87,96,2018,21,31.0,25.8,-18.5
105,87,88,2154,24,19.7,17.6,-6.3
106,87,56,1895,24,4.7,5.1,12.4
107,87,44,1263,22,2.4,2.0,36.9
108,86,40,1126,20,1.0,1.2,78.5
109,86,60,1197,18,5.2,8.2,122.2
110,86,92,1723,21,23.0,18.4,145.6
111,86,95,1879,23,24.9,19.9,55.7
112,85,93,1943,25,23.0,18.4,8.5
113,85,63,1653,24,4.2,5.5,-3.6
114,85,36,1075,18,0.0,0.0,10.8
115,85,35,824,11,0.0,0.0,11.2
116,85,50,737,7,1.4,0.0,12.9
117,85,93,1729,13,26.8,28.5,13.2
118,85,95,2320,19,31.9,28.5,-7.1
119,85,90,2685,23,24.4,26.2,-19.5
120,86,65,1977,23,7.5,9.0,-14.2
121,86,78,1867,24,12.2,13.3,-8.0
122,86,65,1592,23,4.2,6.2,-23.3
123,86,37,1044,17,0.0,0.0,-17.7
124,86,40,822,13,1.9,0.0,-8.8
125,87,79,1506,13,8.9,10.5,-31.6
126,87,79,1581,15,9.9,10.9,-167.4
127,87,84,1739,18,11.8,11.3,-241.0
128,87,53,1165,19,3.3,0.0,-224.8
129,87,92,1822,25,20.2,16.8,-120.5
130,87,66,1638,30,5.2,6.2,-41.8
131,87,27,1351,31,0.0,0.0,-40.5
132,87,27,1142,33,0.5,0.4,-15.4
133,87,33,1035,33,0.0,0.0,-11.2
134,87,30,1052,31,0.0,0.0,-16.2
135,87,29,1051,29,0.0,0.0,-24.8
136,87,30,962,25,0.0,0.0,-15.0
137,87,34,904,20,0.0,0.0,3.9
138,87,35,940,16,0.0,0.0,5.3
139,87,39,776,11,0.0,0.0,8.6
140,87,46,725,7,0.0,0.0,8.3
141,87,45,731,3,0.0,0.0,8.3
142,87,48,725,2,0.0,0.0,8.1
143,87,47,694,0,0.0,0.0,7.3
144,87,47,601,0,0.0,0.0,7.1
145,87,47,605,0,0.0,0.0,7.1
146,87,47,607,0,0.0,0.0,7.1
147,87,47,607,0,0.0,0.0,7.1
148,87,46,606,0,0.0,0.0,7.1
149,87,46,635,1,0.0,0.0,7.0
150,87,46,721,4,0.0,0.0,6.3
151,87,46,721,4,0.0,0.0,5.9
152,87,46,725,3,0.0,0.0,5.3
153,87,47,734,1,0.0,0.0,4.7
154,87,46,679,0,0.0,0.0,4.6
155,87,47,612,0,0.0,0.0,4.6
156,87,46,612,0,0.0,0.0,4.6
157,87,46,611,0,0.0,0.0,4.6
158,87,46,609,0,0.0,0.0,4.6
159,87,45,611,0,0.0,0.0,4.6
160,86,45,610,0,0.0,0.0,4.6
161,86,45,609,0,0.0,0.0,4.6
162,86,45,618,2,0.0,0.0,1.7
163,86,48,735,6,0.0,0.0,-54.1
164,86,40,783,9,0.0,0.0,-36.7
165,86,37,805,11,0.0,0.0,-6.4
166,86,35,904,14,0.0,0.0,-5.4
167,86,32,1041,15,0.0,0.0,-4.0
168,85,30,1089,16,0.0,0.0,-3.2
169,85,29,1167,18,0.0,0.0,-10.7
170,85,28,1259,20,0.0,0.0,-8.9
171,84,26,1380,23,0.0,0.0,-11.8
172,84,27,1139,25,0.0,0.0,-10.5
173,84,36,1275,28,2.8,0.0,-10.1
174,84,50,1694,33,3.3,2.7,-3.0
175,84,37,1670,35,2.8,3.1,-2.7
176,84,70,1624,37,8.0,9.0,-10.6
177,84,71,1548,38,6.1,6.6,-6.4
178,84,31,1411,38,0.0,0.0,-11.9
179,84,25,1277,37,0.0,0.0,-9.1
180,84,24,1238,36,0.0,0.0,-7.5
181,84,25,1168,35,0.0,0.0,-14.9
182,84,26,1139,33,0.0,0.0,-10.8
183,84,27,1064,28,0.0,0.0,-2.7
184,84,30,955,23,0.0,0.0,-2.6
185,84,36,909,17,0.0,0.0,-4.4
186,85,35,895,16,0.0,0.0,-14.2
187,85,55,1018,16,7.1,3.9,-12.8
188,86,79,1731,20,11.3,10.2,-4.2
189,86,42,1067,19,0.0,0.0,7.2
190,86,33,917,16,0.0,0.0,5.9
191,86,35,849,15,0.0,0.0,5.3
192,87,36,820,14,0.0,0.0,-16.7
193,87,50,927,14,2.8,5.9,-40.6
194,87,65,1235,15,3.8,5.9,-83.5
195,87,54,1151,16,1.9,2.7,-34.2
196,87,42,847,15,0.0,0.0,18.5
197,87,40,779,11,0.0,0.0,17.7
198,87,45,719,7,0.0,0.0,17.4
199,87,45,728,3,0.0,0.0,16.3
200,87,48,716,3,0.0,0.0,16.1
201,87,49,721,2,0.0,0.0,16.1
202,87,46,701,0,0.0,0.0,15.9
203,87,46,605,0,0.0,0.0,15.8
204,87,46,668,0,0.0,0.0,15.8
205,87,44,748,0,0.0,0.0,15.8
206,87,44,739,2,0.0,0.0,15.8
207,87,45,725,0,0.0,0.0,15.8
208,87,46,611,0,0.0,0.0,15.8
209,87,46,706,0,0.0,0.0,15.8
210,87,66,1121,3,6.1,9.4,-26.2
211,87,63,1385,9,4.2,6.6,-30.2
212,87,48,1228,9,1.0,2.7,-8.1
213,87,39,804,5,0.0,0.0,-0.3
214,87,44,718,4,0.0,0.0,0.2
215,86,64,1071,7,5.7,9.0,-18.7
216,86,69,1583,12,6.1,7.4,-16.7
217,86,45,1336,13,1.0,1.2,-4.0
218,86,52,1115,13,5.2,4.3,-16.7
219,86,84,1568,18,11.8,11.3,-14.6
220,85,47,1496,20,1.9,1.2,-7.9
221,85,39,1521,20,2.8,4.7,-6.6
222,85,54,1623,21,4.7,6.2,-10.2
223,85,57,1738,24,5.2,6.6,-5.9
224,85,47,1506,27,2.4,2.7,-4.4
225,85,31,1190,26,0.0,0.0,-4.3
226,85,28,1070,22,0.0,0.0,-10.5
227,86,30,1025,22,0.0,0.0,-9.6
228,86,30,1045,20,0.0,0.0,-13.3
229,86,31,978,19,0.0,0.0,-7.6
230,86,32,974,19,0.0,0.0,-9.5
231,86,32,947,17,0.0,0.0,-13.2
232,86,35,847,13,0.0,0.0,-12.5
233,87,42,733,9,0.0,0.0,-8.1
234,87,46,740,6,0.0,0.0,-4.5
235,87,42,747,6,0.0,0.0,-1.0
236,87,41,748,5,0.0,0.0,0.1
237,87,42,716,3,0.0,0.0,-0.6
238,87,47,737,1,0.0,0.0,-0.7
239,87,45,658,0,0.0,0.0,-0.6
240,87,47,605,0,0.0,0.0,-0.7
241,87,46,609,0,0.0,0.0,-0.7
242,87,46,611,0,0.0,0.0,-0.7
243,87,45,607,0,0.0,0.0,-0.7
244,88,45,607,0,0.0,0.0,-0.7
245,88,45,607,0,0.0,0.0,-0.7
246,88,45,606,0,0.0,0.0,-0.6
247,88,45,607,0,0.0,0.0,-0.7
248,88,45,606,0,0.0,0.0,-0.7
249,88,45,605,0,0.0,0.0,-0.6
250,88,45,604,0,0.0,0.0,-0.7
251,88,47,646,0,0.0,0.0,-0.7
252,87,47,620,0,0.0,0.0,-0.7
253,87,47,607,0,0.0,0.0,-0.7
254,87,47,605,0,0.0,0.0,-0.7
255,87,45,609,0,0.0,0.0,-0.7
256,87,44,608,0,0.0,0.0,-0.7
