Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,57,34,1031,0,0.0,0.0,-4.8
1,57,36,870,0,0.0,0.0,-4.8
2,57,36,827,0,0.0,0.0,-4.8
3,57,37,830,0,0.0,0.0,-4.8
4,57,37,817,0,0.0,0.0,-4.8
5,57,37,818,0,0.0,0.0,-4.8
6,57,37,814,0,0.0,0.0,-4.8
7,58,38,804,0,0.0,0.0,-4.8
8,58,38,829,0,0.0,0.0,-4.8
9,58,39,845,0,0.0,0.0,-4.8
10,58,40,840,0,0.0,0.0,-4.8
11,58,39,841,0,0.0,0.0,-5.1
12,59,39,827,0,0.0,0.0,-5.1
13,59,40,819,0,0.0,0.0,-5.1
14,59,40,834,0,0.0,0.0,-5.1
15,59,40,822,0,0.0,0.0,-5.1
16,59,40,819,0,0.0,0.0,-5.1
17,60,46,764,0,0.0,0.0,-5.1
18,60,48,781,0,0.0,0.0,-5.1
19,60,58,770,0,0.0,0.0,-4.6
20,60,57,787,0,0.0,0.0,-4.6
21,60,54,804,0,0.0,0.0,-4.6
22,60,52,814,0,0.0,0.0,-4.5
23,60,51,815,0,0.0,0.0,-4.2
24,60,50,815,0,0.0,0.0,-3.5
25,60,51,805,0,0.0,0.0,-1.1
26,60,50,803,1,0.0,0.0,-0.2
27,60,50,792,2,0.0,0.0,4.0
28,60,50,802,1,0.0,0.0,67.3
29,60,52,790,1,0.0,0.0,194.9
30,60,55,781,1,0.0,0.0,302.9
31,61,55,786,1,0.0,0.0,351.0
32,61,56,787,2,0.0,0.0,419.5
33,61,56,782,2,0.0,0.0,443.5
34,61,55,788,2,0.0,0.0,518.5
35,61,65,808,2,1.0,0.0,522.0
36,61,61,827,4,0.0,0.0,522.4
37,61,59,779,4,0.0,0.0,520.3
38,62,56,879,5,1.9,0.8,377.7
39,62,60,1090,7,3.3,2.3,297.1
40,62,57,1144,8,3.3,3.1,189.2
41,62,62,1281,9,4.7,6.2,25.6
42,63,75,1764,14,9.9,9.8,-15.5
43,63,42,1507,14,0.5,0.8,-27.0
44,63,39,1134,13,0.0,0.0,-22.1
45,63,38,1083,12,0.0,0.0,8.4
46,63,39,988,11,0.0,0.0,81.9
47,63,42,859,9,0.0,0.0,233.2
48,63,50,820,8,1.4,0.0,295.5
49,64,75,1543,12,8.5,9.8,289.1
50,64,73,1905,16,9.4,10.2,225.5
51,64,73,2132,18,10.8,11.3,69.4
52,64,79,1953,22,14.1,16.0,4.0
53,65,59,1976,24,4.2,3.5,-2.0
54,65,30,1461,24,0.0,0.0,-14.8
55,66,40,1308,23,2.8,2.3,-43.6
56,66,77,1707,25,10.4,10.5,-32.0
57,66,48,1464,25,0.0,0.0,-6.8
58,66,35,1282,22,0.0,0.0,-11.8
59,66,36,1133,18,0.0,0.0,-33.0
60,66,38,954,14,0.0,0.0,-96.3
61,66,44,795,10,0.0,0.0,-200.5
62,67,50,753,9,0.0,0.0,-287.2
63,67,51,768,9,0.0,0.0,-332.7
64,67,51,858,9,1.0,0.8,-243.3
65,67,52,830,10,2.4,0.4,-93.0
66,67,76,1428,13,7.5,9.0,-76.6
67,67,63,1377,16,2.8,4.3,-33.7
68,67,60,1143,17,4.2,5.9,-11.0
69,68,67,1371,19,5.2,6.6,-17.3
70,68,75,1471,21,8.5,8.6,2.7
71,68,80,1383,24,8.5,8.6,-7.9
72,69,57,1329,25,1.4,1.6,-12.1
73,69,52,1433,25,5.7,5.1,-15.1
74,69,48,1469,25,0.0,0.0,-39.9
75,69,34,1313,24,0.0,0.0,-49.5
76,69,52,1454,25,4.2,5.9,-28.4
77,69,57,1474,25,4.7,5.1,14.6
78,69,62,1219,22,3.8,2.3,11.3
79,69,85,1682,20,18.8,15.2,-10.7
80,70,92,1904,20,21.1,17.2,-14.8
81,70,96,1941,21,28.7,22.3,-8.6
82,70,96,1946,22,31.5,28.1,-5.6
83,71,98,1962,22,35.7,32.0,-7.5
