Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,90,68,1064,0,0.0,0.0,-5.8
1,90,40,768,0,0.0,0.0,-5.8
2,90,41,596,0,0.0,0.0,-5.8
3,90,39,595,0,0.0,0.0,-5.8
4,90,43,596,0,0.0,0.0,-5.8
5,89,44,599,0,0.0,0.0,-5.8
6,88,52,683,1,0.0,0.0,-79.3
7,87,52,714,3,0.0,0.0,76.5
8,87,55,733,3,0.0,0.0,207.6
9,86,56,748,4,0.0,0.0,442.6
10,85,59,744,5,0.0,0.0,523.1
11,84,63,758,5,1.0,0.0,520.3
12,84,69,1185,9,5.2,6.2,433.0
13,83,59,913,11,0.0,0.0,36.6
14,83,45,771,6,0.0,0.0,45.3
15,82,52,717,3,0.0,0.0,115.6
16,82,56,732,2,0.0,0.0,107.8
17,82,54,702,0,0.0,0.0,105.8
18,82,51,639,0,0.0,0.0,105.7
19,82,51,637,0,0.0,0.0,108.7
20,82,53,665,0,0.0,0.0,136.2
21,83,55,710,0,0.0,0.0,155.4
22,83,57,748,1,0.0,0.0,193.1
23,83,57,742,3,0.0,0.0,168.8
24,83,59,778,4,1.9,0.8,215.0
25,84,68,1104,7,4.7,4.7,286.6
26,84,64,1212,9,4.7,4.7,371.4
27,84,60,1295,11,4.7,4.7,316.5
28,84,61,1487,13,5.7,5.9,225.2
29,84,71,1573,15,8.0,7.4,30.6
30,84,79,1529,18,9.9,8.6,-33.9
31,84,79,1600,22,9.9,9.0,-26.3
32,84,66,1706,23,6.1,5.1,-16.0
33,85,38,1375,23,0.0,0.0,-27.3
34,85,37,1159,22,0.0,0.0,-28.6
35,85,37,1134,22,0.0,0.0,-25.7
36,86,37,1124,21,0.0,0.0,10.7
37,86,37,1095,21,0.0,0.0,8.3
38,86,37,1052,18,0.0,0.0,-46.0
39,86,41,854,12,0.0,0.0,-152.1
40,86,52,734,10,0.0,0.0,-288.6
41,87,60,778,10,3.8,0.0,-310.5
42,87,86,1628,15,15.5,12.1,-209.3
43,87,78,1505,19,8.9,9.0,-57.0
44,87,79,1383,22,8.5,8.2,-29.6
45,87,73,1253,23,5.2,5.9,-25.0
46,87,64,1283,25,4.2,3.9,-3.6
47,86,66,1359,26,6.1,6.2,-7.4
48,86,71,1402,28,5.7,4.3,-14.9
49,86,53,1560,28,5.7,5.1,-14.0
50,86,60,1628,30,3.3,3.9,-27.5
51,85,33,1430,28,0.0,0.0,-45.9
52,85,31,1370,26,0.0,0.0,-49.8
53,84,41,1357,23,3.3,0.8,-6.4
54,84,84,1653,22,15.5,12.9,9.6
55,84,96,1883,23,30.1,21.1,15.6
56,84,97,1901,23,31.9,25.0,9.1
57,85,97,1889,23,31.5,25.8,-26.5
58,85,97,1898,23,35.7,32.4,-9.7
59,85,97,1907,23,36.2,32.0,7.4
60,85,95,1908,24,27.7,16.0,24.3
61,86,58,1431,23,1.4,0.0,2.4
62,86,91,1751,25,23.0,14.5,-29.3
63,87,41,1253,24,0.0,0.0,-66.4
64,87,35,1223,23,0.0,0.0,-52.9
65,87,35,1105,18,0.0,0.0,-119.3
66,87,40,890,15,0.0,0.0,-163.4
67,87,44,813,14,0.0,0.0,-163.8
68,87,48,785,13,0.0,0.0,-91.5
69,88,47,785,13,0.0,0.0,-88.5
70,88,74,1245,15,9.9,9.4,-45.2
71,88,81,1606,19,10.4,10.2,-40.8
72,87,82,1419,22,9.9,10.2,-18.3
73,87,82,1330,25,8.9,8.6,-3.8
74,87,44,1306,25,0.0,0.0,2.1
75,87,32,1195,22,0.0,0.0,-9.9
76,87,36,1004,14,0.0,0.0,0.3
77,86,52,726,7,0.0,0.0,-0.1
78,86,51,757,7,0.0,0.0,-5.6
79,86,53,792,7,1.9,0.0,-10.4
80,86,83,1704,13,13.6,12.9,-15.4
81,86,78,1968,18,12.2,13.3,-15.9
82,85,94,1994,24,29.1,26.6,-15.4
83,85,85,2133,29,20.7,17.2,-8.4
84,85,38,1970,29,2.8,0.0,-9.5
