Time,Engine Coolant Temperature [C],Intake Manifold Pressure [kPa],Engine RPM [RPM],Vehicle Speed [km/h],Throttle Position [%],Accelerator Pedal Position [%],Steering Wheel Angle [deg]
0,33,48,1009,0,0.0,0.0,4.0
1,33,43,1058,0,0.0,0.0,4.0
2,34,39,1058,0,0.0,0.0,4.0
3,34,38,1033,0,0.0,0.0,4.0
4,34,37,998,0,0.0,0.0,4.0
5,34,37,999,0,0.0,0.0,4.0
6,35,38,981,0,0.0,0.0,4.0
7,35,38,978,0,0.0,0.0,4.0
8,35,39,1011,0,0.0,0.0,4.0
9,35,40,1032,0,0.0,0.0,4.0
10,36,40,1015,0,0.0,0.0,4.0
11,36,40,999,0,0.0,0.0,4.0
12,36,40,1002,0,0.0,0.0,4.0
13,36,42,986,0,0.0,0.0,4.0
14,36,45,1000,0,0.0,0.0,4.0
15,36,44,999,0,0.0,0.0,4.0
16,36,44,999,0,0.0,0.0,4.0
17,36,44,997,0,0.0,0.0,4.0
18,37,44,981,0,0.0,0.0,4.0
19,37,44,987,0,0.0,0.0,4.0
20,37,43,984,0,0.0,0.0,4.0
21,37,43,989,0,0.0,0.0,4.0
22,38,43,976,0,0.0,0.0,4.0
23,38,43,972,0,0.0,0.0,4.0
24,38,43,978,0,0.0,0.0,4.0
25,38,43,974,0,0.0,0.0,4.0
26,39,43,972,0,0.0,0.0,4.0
27,39,42,973,0,0.0,0.0,4.0
28,39,42,973,0,0.0,0.0,4.0
29,39,43,972,0,0.0,0.0,4.0
30,39,43,964,0,0.0,0.0,4.0
31,39,43,965,0,0.0,0.0,4.0
32,39,43,961,0,0.0,0.0,4.0
33,39,42,957,0,0.0,0.0,4.0
34,40,42,960,0,0.0,0.0,4.0
35,40,42,956,0,0.0,0.0,4.0
36,40,42,953,0,0.0,0.0,4.0
37,40,43,952,0,0.0,0.0,4.0
38,41,43,923,0,0.0,0.0,4.0
39,41,53,794,0,0.0,0.0,4.0
40,41,56,787,0,0.0,0.0,2.7
41,42,55,792,1,0.0,0.0,-3.0
42,42,55,801,0,0.0,0.0,-3.2
43,42,53,808,0,0.0,0.0,-3.2
44,42,53,812,0,0.0,0.0,-3.4
45,42,53,812,0,0.0,0.0,-3.4
46,42,53,812,0,0.0,0.0,-4.0
47,42,53,809,1,0.0,0.0,-5.0
48,42,53,809,0,0.0,0.0,-5.1
49,42,53,810,0,0.0,0.0,-5.1
50,42,53,810,0,0.0,0.0,-83.0
51,43,61,806,1,0.0,0.0,110.1
52,43,62,794,3,0.0,0.0,445.2
53,43,61,794,3,0.0,0.0,521.3
54,43,61,800,4,0.0,0.0,521.4
55,43,61,800,3,0.0,0.0,522.0
56,44,60,805,1,0.0,0.0,521.6
57,44,60,808,2,0.0,0.0,520.8
58,44,58,807,3,0.0,0.0,508.6
59,45,54,850,4,2.4,0.4,371.0
60,45,54,986,5,1.9,2.0,375.9
61,45,50,836,5,0.0,0.0,522.1
62,45,55,781,4,0.0,0.0,521.6
63,45,60,798,4,0.0,0.0,521.5
64,45,58,802,5,0.0,0.0,520.6
65,45,56,801,5,0.0,0.0,520.3
66,45,53,811,5,0.0,0.0,476.8
67,46,51,819,4,0.0,0.0,257.7
68,46,50,824,2,0.0,0.0,255.5
69,46,53,806,0,0.0,0.0,253.0
